w_time_s	WL_set	Mon	Brewer	BrewerDark	Brewer_dk	NLK	Brewer_dk_NL	BrewNL_Mon	Brewermicrom	Peak_steps	FWHM_steps	slit	mwl
3536841999	362.99377590768	4.424441e-07	7450	2	1862	1.1288860813745	2101.9858835193	4750850748.1946	9485	9424.1716332984	81.660804096672	5	363.359917372718
3536842006	362.99377590768	4.43763e-07	9343	2	2335.25	1.2352550360666	2884.6293229746	6500382688.4499	9480	9424.1716332984	81.660804096672	5	363.33009922672
3536842013	362.99377590768	4.380681e-07	10876	2	2718.5	1.2951073425973	3520.7493108507	8036990848.7989	9475	9424.1716332984	81.660804096672	5	363.300277541438
3536842020	362.99377590768	4.393052e-07	12307	2	3076.25	1.3393120569892	4120.0587153129	9378579437.0586	9470	9424.1716332984	81.660804096672	5	363.27045231687
3536842027	362.99377590768	4.422592e-07	13706	2	3426	1.3757651613701	4713.371442854	10657486475.926	9465	9424.1716332984	81.660804096672	5	363.240623553017
3536842034	362.99377590768	4.38263e-07	15114	2	3778	1.4075410716086	5317.6901685373	12133559457.534	9460	9424.1716332984	81.660804096672	5	363.21079124988
3536842041	362.99377590768	4.408083e-07	16812	2	4202.5	1.4403522666589	6053.0804006341	13731775015.657	9455	9424.1716332984	81.660804096672	5	363.180955407458
3536842049	362.99377590768	4.38537e-07	18072	2	4517.5	1.461147695739	6600.7347155008	15051716766.204	9450	9424.1716332984	81.660804096672	5	363.15111602575
3536842056	362.99377590768	4.381362e-07	19612	2	4902.5	1.4828496595524	7269.6704559558	16592261620.829	9445	9424.1716332984	81.660804096672	5	363.121273104758
3536842063	362.99377590768	4.394701e-07	21083	2	5270.25	1.5003061117402	7906.9882853988	17992096129.859	9440	9424.1716332984	81.660804096672	5	363.09142664448
3536842070	362.99377590768	4.33808e-07	22328	2	5581.5	1.5131062096127	8445.4023089534	19468064924.929	9435	9424.1716332984	81.660804096672	5	363.061576644918
3536842077	362.99377590768	4.396702e-07	23585	2	5895.75	1.5246999746429	8989.2498755008	20445438138.634	9430	9424.1716332984	81.660804096672	5	363.03172310607
3536842084	362.99377590768	4.361332e-07	24245	2	6060.75	1.5304140100261	9275.4567112656	21267485968.199	9425	9424.1716332984	81.660804096672	5	363.001866027938
3536842091	362.99377590768	4.43305e-07	23930	2	5982	1.5277121793893	9138.774257107	20615094025.799	9420	9424.1716332984	81.660804096672	5	362.97200541052
3536842098	362.99377590768	4.392831e-07	22781	2	5694.75	1.5174130126154	8641.2877535915	19671341222.987	9415	9424.1716332984	81.660804096672	5	362.942141253818
3536842105	362.99377590768	4.42811e-07	21556	2	5388.5	1.505353996221	8111.6000086366	18318424810.216	9410	9424.1716332984	81.660804096672	5	362.91227355783
3536842112	362.99377590768	4.403652e-07	20029	2	5006.75	1.4880939996627	7450.5146328112	16918945077.429	9405	9424.1716332984	81.660804096672	5	362.882402322558
