w_time_s	WL_set	Mon	Brewer	BrewerDark	Brewer_dk	NLK	Brewer_dk_NL	BrewNL_Mon	Brewermicrom	Peak_steps	FWHM_steps	slit	mwl
3536864228	309.99607465531	8.896273e-07	42395	21	10593.5	1.6957187410767	17963.596483596	20192272071.232	3701	3689.4592059349	82.235305618656	0	310.106832125443
3536864235	309.99607465531	8.929565e-07	40590	21	10142.25	1.6779149787931	17017.833193665	19057852419.087	3706	3689.4592059349	82.235305618656	0	310.142831691162
3536864242	309.99607465531	8.857195e-07	37833	21	9453	1.6511763704996	15608.570230333	17622475547.092	3711	3689.4592059349	82.235305618656	0	310.178827371051
3536864249	309.99607465531	8.843435e-07	34871	21	8712.5	1.6226586060044	14137.413104814	15986336875.675	3716	3689.4592059349	82.235305618656	0	310.21481916511
3536864256	309.99607465531	8.802766e-07	31707	21	7921.5	1.5930871363636	12619.639750704	14335993653.25	3721	3689.4592059349	82.235305618656	0	310.250807073339
3536864263	309.99607465531	8.961764e-07	28550	21	7132.25	1.5656218568637	11166.406488616	12460054168.595	3726	3689.4592059349	82.235305618656	0	310.286791095738
3536864270	309.99607465531	8.845925e-07	25067	21	6261.5	1.5371397434488	9624.8005036044	10880490738.509	3731	3689.4592059349	82.235305618656	0	310.322771232307
3536864277	309.99607465531	8.783065e-07	21656	21	5408.75	1.5061944403436	8146.6291792083	9275383000.3629	3736	3689.4592059349	82.235305618656	0	310.358747483046
3536864285	309.99607465531	8.879475e-07	18941	21	4730	1.4736001414744	6970.1286691739	7849708084.2887	3741	3689.4592059349	82.235305618656	0	310.394719847955
3536864292	309.99607465531	8.892663e-07	15435	21	3853.5	1.4137987164408	5448.0733538046	6126481295.6531	3746	3689.4592059349	82.235305618656	0	310.430688327034
3536864299	309.99607465531	8.813848e-07	12022	21	3000.25	1.3306025647396	3992.1403448601	4529395497.6988	3751	3689.4592059349	82.235305618656	0	310.466652920283
3536864306	309.99607465531	8.773727e-07	8501	21	2120	1.192664310312	2528.4483378614	2881840679.4073	3756	3689.4592059349	82.235305618656	0	310.502613627702
3536864313	309.99607465531	8.888647e-07	5162	21	1285.25	0.90976782048948	1169.2790912841	1315474775.0519	3761	3689.4592059349	82.235305618656	0	310.538570449291
3536864320	309.99607465531	8.863884e-07	4310	21	1072.25	0.43203454091268	463.24903649363	522625337.26031	3766	3689.4592059349	82.235305618656	0	310.57452338505
3536864327	309.99607465531	8.807325e-07	3783	21	940.5	0.28311567947144	266.27029654288	302328228.54032	3771	3689.4592059349	82.235305618656	0	310.610472434979
3536864334	309.99607465531	8.842428e-07	3329	21	827	0.091076890255249	75.320588241091	85180889.503529	3776	3689.4592059349	82.235305618656	0	310.646417599078
3536864341	309.99607465531	8.751766e-07	2266	21	561.25	0.042262972630518	23.720093388878	27103207.956975	3781	3689.4592059349	82.235305618656	0	310.682358877347
3536864348	309.99607465531	8.767866e-07	1226	21	301.25	0.035086383521527	10.56977303586	12055126.111485	3786	3689.4592059349	82.235305618656	0	310.718296269786
3536864356	309.99607465531	8.688257e-07	716	21	173.75	0.033339148011205	5.7926769669469	6667248.6402588	3791	3689.4592059349	82.235305618656	0	310.754229776395
3536864363	309.99607465531	8.783647e-07	640	21	154.75	0.029705464776058	4.596920674095	5233498.8804707	3796	3689.4592059349	82.235305618656	0	310.790159397174
3536864370	309.99607465531	8.905074e-07	605	21	146	0.028184974552731	4.1150062846987	4620968.0960526	3801	3689.4592059349	82.235305618656	0	310.826085132123
3536864377	309.99607465531	8.868483e-07	588	21	141.75	0.027530814690811	3.9024929824225	4400406.4533049	3806	3689.4592059349	82.235305618656	0	310.862006981242
3536864384	309.99607465531	8.865014e-07	564	21	135.75	0.026724054717446	3.6277904278933	4092255.7233337	3811	3689.4592059349	82.235305618656	0	310.897924944531
3536864391	309.99607465531	8.862163e-07	549	21	132	0.026295018470834	3.4709424381501	3916586.09546	3816	3689.4592059349	82.235305618656	0	310.93383902199
3536864398	309.99607465531	8.927211e-07	504	21	120.75	0.025347417212419	3.0607006283995	3428507.0985771	3821	3689.4592059349	82.235305618656	0	310.969749213619
3536864405	309.99607465531	8.895363e-07	421	21	100	0.023961610022338	2.3961610022338	2693719.1908119	3826	3689.4592059349	82.235305618656	0	311.005655519418
3536864412	309.99607465531	8.891233e-07	381	21	90	0.022036854623328	1.9833169160996	2230643.2820955	3831	3689.4592059349	82.235305618656	0	311.041557939387
3536864419	309.99607465531	8.926324e-07	364	21	85.75	0.020584824093609	1.765148666027	1977464.2574334	3836	3689.4592059349	82.235305618656	0	311.077456473526
3536864426	309.99607465531	8.869711e-07	358	21	84.25	0.019958499233338	1.6815035604087	1895781.6781276	3836	3689.1707735242	83.651534958315	0	311.077456473526
3536864433	309.99607465531	8.868692e-07	376	21	88.75	0.021657019192266	1.9220604533136	2167242.3095915	3831	3689.1707735242	83.651534958315	0	311.041557939387
3536864441	309.99607465531	8.824625e-07	418	21	99.25	0.023870884793757	2.3691853157804	2684743.3355869	3826	3689.1707735242	83.651534958315	0	311.005655519418
3536864448	309.99607465531	8.887573e-07	489	21	117	0.02512311495331	2.9394044495373	3307319.6130566	3821	3689.1707735242	83.651534958315	0	310.969749213619
3536864455	309.99607465531	8.876795e-07	529	21	127	0.025814206624503	3.2784042413119	3693229.6412296	3816	3689.1707735242	83.651534958315	0	310.93383902199
3536864462	309.99607465531	8.847863e-07	572	21	137.75	0.026976877594377	3.7160648886255	4199957.5362158	3811	3689.1707735242	83.651534958315	0	310.897924944531
3536864469	309.99607465531	8.775876e-07	575	21	138.5	0.027075908263046	3.7500132944319	4273092.8450127	3806	3689.1707735242	83.651534958315	0	310.862006981242
3536864476	309.99607465531	8.943232e-07	612	21	147.75	0.028472073474683	4.2067488558844	4703835.0966232	3801	3689.1707735242	83.651534958315	0	310.826085132123
3536864483	309.99607465531	8.843514e-07	656	21	158.75	0.03045609889069	4.8349056988971	5467177.0733863	3796	3689.1707735242	83.651534958315	0	310.790159397174
3536864490	309.99607465531	8.850417e-07	721	21	175	0.033571027520768	5.8749298161344	6638026.0005087	3791	3689.1707735242	83.651534958315	0	310.754229776395
3536864497	309.99607465531	8.760265e-07	1131	21	277.5	0.035615903254305	9.8834131530695	11282093.810027	3786	3689.1707735242	83.651534958315	0	310.718296269786
3536864504	309.99607465531	8.755638e-07	2227	21	551.5	0.040987411008088	22.604557170961	25817144.531284	3781	3689.1707735242	83.651534958315	0	310.682358877347
3536864511	309.99607465531	8.855775e-07	3338	21	829.25	0.093043151652535	77.156033507865	87125105.94258	3776	3689.1707735242	83.651534958315	0	310.646417599078
3536864518	309.99607465531	8.772587e-07	3706	21	921.25	0.24647064850277	227.06108493318	258830245.77947	3771	3689.1707735242	83.651534958315	0	310.610472434979
3536864526	309.99607465531	8.968302e-07	4292	21	1067.75	0.41781466064602	446.12160390479	497442664.06817	3766	3689.1707735242	83.651534958315	0	310.57452338505
3536864533	309.99607465531	8.900254e-07	5041	21	1255	0.89459000503673	1122.7104563211	1261436422.2876	3761	3689.1707735242	83.651534958315	0	310.538570449291
3536864540	309.99607465531	8.879153e-07	8378	21	2089.25	1.1858731973475	2477.5855775583	2790339999.275	3756	3689.1707735242	83.651534958315	0	310.502613627702
3536864547	309.99607465531	8.830337e-07	12071	21	3012.5	1.3320282741384	4012.7351758419	4544260514.4537	3751	3689.1707735242	83.651534958315	0	310.466652920283
3536864554	309.99607465531	8.812068e-07	15517	21	3874	1.415465472404	5483.5132400933	6222731417.975	3746	3689.1707735242	83.651534958315	0	310.430688327034
3536864561	309.99607465531	8.876806e-07	18904	21	4720.75	1.4730830353025	6954.0567389045	7833962732.6591	3741	3689.1707735242	83.651534958315	0	310.394719847955
3536864568	309.99607465531	8.728098e-07	21546	21	5381.25	1.5050514486891	8099.0581082584	9279293275.8756	3736	3689.1707735242	83.651534958315	0	310.358747483046
3536864575	309.99607465531	8.936171e-07	25021	21	6250	1.5367594513726	9604.7465710786	10748167835.059	3731	3689.1707735242	83.651534958315	0	310.322771232307
3536864582	309.99607465531	8.772437e-07	28260	21	7059.75	1.5632108199777	11035.877586337	12580173087.977	3726	3689.1707735242	83.651534958315	0	310.286791095738
3536864589	309.99607465531	8.912823e-07	31915	21	7973.5	1.5949777025172	12717.554711021	14268828979.349	3721	3689.1707735242	83.651534958315	0	310.250807073339
3536864596	309.99607465531	8.700688e-07	34803	21	8695.5	1.6220091803607	14104.180827827	16210420173.47	3716	3689.1707735242	83.651534958315	0	310.21481916511
3536864604	309.99607465531	8.714697e-07	37762	21	9435.25	1.6504900910961	15572.786632015	17869567504.2	3711	3689.1707735242	83.651534958315	0	310.178827371051
3536864611	309.99607465531	8.964596e-07	40514	21	10123.25	1.6771733378653	16978.444992545	18939442438.393	3706	3689.1707735242	83.651534958315	0	310.142831691162
3536864618	309.99607465531	8.751276e-07	42689	21	10667	1.6986672372317	18119.683419551	20705190214.034	3701	3689.1707735242	83.651534958315	0	310.106832125443
3536864625	309.99607465531	8.906434e-07	44139	21	11029.5	1.713518534665	18899.252678087	21219775140.182	3696	3689.1707735242	83.651534958315	0	310.070828673894
3536864632	309.99607465531	8.831345e-07	44591	21	11142.5	1.7182790901061	19145.924761507	21679511740.858	3691	3689.1707735242	83.651534958315	0	310.034821336515
3536864639	309.99607465531	8.872848e-07	44722	21	11175.25	1.719672652476	19217.771809582	21659079260.213	3686	3689.1707735242	83.651534958315	0	309.998810113306
3536864646	309.99607465531	8.824314e-07	44088	21	11016.75	1.7129858084172	18871.53640488	21385839630.004	3681	3689.1707735242	83.651534958315	0	309.962795004267
3536864653	309.99607465531	8.792227e-07	41959	21	10484.5	1.6913761388699	17733.233127982	20169216659.194	3676	3689.1707735242	83.651534958315	0	309.926776009398
3536864660	309.99607465531	8.895294e-07	38708	21	9671.75	1.6596395754666	16051.619064019	18045068621.699	3671	3689.1707735242	83.651534958315	0	309.890753128699
3536864668	309.99607465531	8.716217e-07	36037	21	9004	1.6338445423363	14711.136259196	16877891244.787	3666	3689.1707735242	83.651534958315	0	309.85472636217
3536864675	309.99607465531	8.957212e-07	33440	21	8354.75	1.6090954124414	13443.589897095	15008676692.139	3661	3689.1707735242	83.651534958315	0	309.818695709811
3536864682	309.99607465531	8.841355e-07	30507	21	7621.5	1.5823707159183	12060.038411372	13640486567.242	3656	3689.1707735242	83.651534958315	0	309.782661171622
3536864689	309.99607465531	8.913095e-07	27252	21	6807.75	1.5549358643286	10585.614630383	11876474592.028	3651	3689.1707735242	83.651534958315	0	309.746622747603
3536864696	309.99607465531	8.898714e-07	24519	21	6124.5	1.5325722232454	9386.2385812667	10547859591.023	3646	3689.1707735242	83.651534958315	0	309.710580437754
3536864703	309.99607465531	8.849855e-07	21340	21	5329.75	1.5028766858874	8009.9570166085	9050947181.1781	3641	3689.1707735242	83.651534958315	0	309.674534242075
3536864710	309.99607465531	8.819688e-07	18180	21	4539.75	1.4625089797308	6639.4251407328	7527959198.4804	3636	3689.1707735242	83.651534958315	0	309.638484160566
3536864717	309.99607465531	8.738796e-07	15080	21	3764.75	1.4064233561452	5294.8323300478	6058995232.3499	3631	3689.1707735242	83.651534958315	0	309.602430193227
3536864724	309.99607465531	8.844884e-07	11656	21	2908.75	1.3196689339807	3838.5870117163	4339895256.6436	3626	3689.1707735242	83.651534958315	0	309.566372340058
3536864731	309.99607465531	8.960962e-07	8467	21	2111.5	1.1908066627517	2514.3882684001	2805935644.4097	3621	3689.1707735242	83.651534958315	0	309.530310601059
3536864738	309.99607465531	8.885554e-07	5241	21	1305	0.91946169612239	1199.8975134397	1350391335.689	3616	3689.1707735242	83.651534958315	0	309.49424497623
3536864746	309.99607465531	8.865405e-07	4311	21	1072.5	0.43287308116382	464.2563795482	523671935.51586	3611	3689.1707735242	83.651534958315	0	309.458175465571
3536864753	309.99607465531	8.756895e-07	4086	21	1016.25	0.34326002538827	348.83800080083	398358094.73658	3606	3689.1707735242	83.651534958315	0	309.422102069082
3536864760	309.99607465531	8.827406e-07	3707	21	921.5	0.24698367102817	227.59545285246	257828237.25618	3601	3689.1707735242	83.651534958315	0	309.386024786763
3536864767	309.99607465531	8.857095e-07	3373	21	838	0.101505113001	85.061284694841	96037453.244931	3596	3689.1707735242	83.651534958315	0	309.349943618614
3536864774	309.99607465531	8.833216e-07	3225	21	801	0.073767296246909	59.087604293774	66892516.036938	3591	3689.1707735242	83.651534958315	0	309.313858564635
3536864781	309.99607465531	8.826995e-07	3227	21	801.5	0.074016924083731	59.32456465311	67208109.501716	3586	3689.1707735242	83.651534958315	0	309.277769624826
3536864788	309.99607465531	8.974536e-07	1885	21	466	0.03745307845617	17.453134560575	19447394.8966	3581	3689.1707735242	83.651534958315	0	309.241676799187
3536864795	309.99607465531	8.810106e-07	857	21	209	0.037853409535995	7.911362593023	8979872.1979316	3576	3689.1707735242	83.651534958315	0	309.205580087718
3536864802	309.99607465531	8.762036e-07	617	21	149	0.028682889106459	4.2737504768623	4877576.9431469	3571	3689.1707735242	83.651534958315	0	309.169479490419
3536864809	309.99607465531	8.951143e-07	581	21	140	0.027280735052945	3.8193029074123	4266832.6351308	3566	3689.1707735242	83.651534958315	0	309.13337500729
3536864816	309.99607465531	8.927723e-07	572	21	137.75	0.026976877594377	3.7160648886255	4162388.202037	3561	3689.1707735242	83.651534958315	0	309.097266638331
3536864824	309.99607465531	8.906705e-07	563	21	135.5	0.02669361672852	3.6169850667144	4060968.7496268	3556	3689.1707735242	83.651534958315	0	309.061154383542
3536864831	309.99607465531	8.932492e-07	524	21	125.75	0.025709682422694	3.2329925646538	3619362.3959068	3551	3689.1707735242	83.651534958315	0	309.025038242923
3536864838	309.99607465531	8.865286e-07	443	21	105.5	0.024466038737594	2.5811670868161	2911544.0684216	3546	3689.1707735242	83.651534958315	0	308.988918216474
3536864845	309.99607465531	8.916513e-07	379	21	89.5	0.021889416317532	1.9591027604191	2197162.4562417	3541	3689.1707735242	83.651534958315	0	308.952794304195
3536864852	309.99607465531	8.843967e-07	361	21	85	0.020279399137888	1.7237489267205	1949067.5697009	3536	3689.1707735242	83.651534958315	0	308.916666506086
3536864862	309.99607465531	8.945255e-07	357	361	-1	3.2753947362894e-23	-3.2753947362894e-23	-3.6616001850024e-17	3111	3263.7544904936	83.074251727296	1	308.918003932678
3536864870	309.99607465531	8.909244e-07	366	361	1.25	2.8638995376734e-21	3.5798744220917e-21	4.01815734544e-15	3116	3263.7544904936	83.074251727296	1	308.954114816414
3536864877	309.99607465531	8.798986e-07	404	361	10.75	1.1092223979651e-14	1.1924140778125e-13	1.3551721503051e-07	3121	3263.7544904936	83.074251727296	1	308.990221765646
3536864884	309.99607465531	8.924813e-07	485	361	31	7.9747521329345e-07	2.4721731612097e-05	27.699999554161	3126	3263.7544904936	83.074251727296	1	309.026324780372
3536864891	309.99607465531	8.929132e-07	538	361	44.25	0.00019437973245256	0.0086013031610259	9632.8547511963	3131	3263.7544904936	83.074251727296	1	309.062423860594
3536864898	309.99607465531	8.894555e-07	578	361	54.25	0.0019225389126712	0.10429773601241	117260.20696079	3136	3263.7544904936	83.074251727296	1	309.09851900631
3536864905	309.99607465531	8.945694e-07	593	361	58	0.0034417763598487	0.19962302887122	223149.85161713	3141	3263.7544904936	83.074251727296	1	309.134610217522
3536864912	309.99607465531	8.964012e-07	594	361	58.25	0.0035626208655014	0.20752266541546	231506.45650124	3146	3263.7544904936	83.074251727296	1	309.170697494228
3536864919	309.99607465531	8.807587e-07	694	361	83.25	0.019506288037413	1.6238984791146	1843749.5753543	3151	3263.7544904936	83.074251727296	1	309.20678083643
3536864926	309.99607465531	8.825957e-07	1356	361	248.75	0.037191357031272	9.2513500615289	10481979.530978	3156	3263.7544904936	83.074251727296	1	309.242860244126
3536864933	309.99607465531	8.854806e-07	2664	361	575.75	0.044441590868139	25.587245942331	28896450.066022	3161	3263.7544904936	83.074251727296	1	309.278935717318
3536864940	309.99607465531	8.837396e-07	3363	361	750.5	0.060076826971105	45.087658641814	51019167.458168	3166	3263.7544904936	83.074251727296	1	309.315007256004
3536864948	309.99607465531	8.862661e-07	3284	361	730.75	0.058767811122608	42.944577977846	48455625.209907	3171	3263.7544904936	83.074251727296	1	309.351074860186
3536864955	309.99607465531	8.867963e-07	3476	361	778.75	0.065270053951396	50.82905451465	57317621.32369	3176	3263.7544904936	83.074251727296	1	309.387138529862
3536864962	309.99607465531	8.837924e-07	3926	361	891.25	0.18391220842746	163.91175576097	185464092.88083	3181	3263.7544904936	83.074251727296	1	309.423198265034
3536864969	309.99607465531	8.927283e-07	4405	361	1011	0.34106555391211	344.81727500514	386251085.58241	3186	3263.7544904936	83.074251727296	1	309.4592540657
3536864976	309.99607465531	8.788705e-07	5011	361	1162.5	0.85950332345046	999.17261351116	1136882639.1501	3191	3263.7544904936	83.074251727296	1	309.495305931862
3536864983	309.99607465531	8.840025e-07	8169	361	1952	1.1529947188949	2250.6456912828	2545972088.6341	3196	3263.7544904936	83.074251727296	1	309.531353863518
3536864990	309.99607465531	8.827644e-07	11577	361	2804	1.3064783934505	3663.3654152353	4149878965.7074	3201	3263.7544904936	83.074251727296	1	309.56739786067
3536864997	309.99607465531	8.838427e-07	15033	361	3668	1.3980818861604	5128.1643584364	5802123339.8618	3206	3263.7544904936	83.074251727296	1	309.603437923316
3536865004	309.99607465531	8.825095e-07	17930	361	4392.25	1.4532244842481	6382.9252409389	7232698617.906	3211	3263.7544904936	83.074251727296	1	309.639474051458
3536865011	309.99607465531	8.730527e-07	20981	361	5155	1.4951384532552	7707.4387265308	8828148319.7186	3216	3263.7544904936	83.074251727296	1	309.675506245094
3536865018	309.99607465531	8.852505e-07	24398	361	6009.25	1.5286519510032	9186.0517365662	10376782319.317	3221	3263.7544904936	83.074251727296	1	309.711534504226
3536865025	309.99607465531	8.849257e-07	27515	361	6788.5	1.5543088962375	10551.425942108	11923516225.27	3226	3263.7544904936	83.074251727296	1	309.747558828852
3536865033	309.99607465531	8.777527e-07	30591	361	7557.5	1.5801285806525	11941.821748281	13604995744.566	3231	3263.7544904936	83.074251727296	1	309.783579218974
3536865040	309.99607465531	8.968412e-07	33484	361	8280.75	1.6063233752938	13301.562289964	14831569167.389	3236	3263.7544904936	83.074251727296	1	309.81959567459
3536865047	309.99607465531	8.800046e-07	36510	361	9037.25	1.6351250668743	14777.03401061	16791996326.621	3241	3263.7544904936	83.074251727296	1	309.855608195702
3536865054	309.99607465531	8.828545e-07	39606	361	9811.25	1.6650438737114	16336.161705951	18503798424.26	3246	3263.7544904936	83.074251727296	1	309.891616782308
3536865061	309.99607465531	8.829685e-07	41861	361	10375	1.687044417984	17503.085836584	19823001428.232	3251	3263.7544904936	83.074251727296	1	309.92762143441
3536865068	309.99607465531	8.825786e-07	43904	361	10885.75	1.707559764021	18588.068701191	21061091557.388	3256	3263.7544904936	83.074251727296	1	309.963622152006
3536865075	309.99607465531	8.860414e-07	44364	361	11000.75	1.7123184964519	18836.787699843	21259489341.969	3261	3263.7544904936	83.074251727296	1	309.999618935098
3536865082	309.99607465531	8.852124e-07	44749	361	11097	1.7163535435017	19046.375272239	21516164111.844	3266	3263.7544904936	83.074251727296	1	310.035611783684
3536865089	309.99607465531	8.892968e-07	44302	361	10985.25	1.7116732996765	18803.159115271	21143851091.414	3271	3263.7544904936	83.074251727296	1	310.071600697766
3536865096	309.99607465531	8.809078e-07	42133	361	10443	1.6897311123405	17645.862006172	20031451652.684	3276	3263.7544904936	83.074251727296	1	310.107585677342
3536865103	309.99607465531	8.853008e-07	39741	361	9845	1.6663526184656	16405.241528794	18530697734.367	3281	3263.7544904936	83.074251727296	1	310.143566722414
3536865111	309.99607465531	8.831835e-07	36969	361	9152	1.6395490814279	15005.153193228	16989847741.979	3286	3263.7544904936	83.074251727296	1	310.17954383298
3536865118	309.99607465531	8.804118e-07	34203	361	8460.5	1.6130790579663	13647.455369924	15501218145.786	3291	3263.7544904936	83.074251727296	1	310.215517009042
3536865125	309.99607465531	8.885055e-07	31145	361	7696	1.5850005348378	12198.164116112	13728856057.854	3296	3263.7544904936	83.074251727296	1	310.251486250598
3536865132	309.99607465531	8.819348e-07	27795	361	6858.5	1.5565915667718	10675.883260704	12105070874.518	3301	3263.7544904936	83.074251727296	1	310.28745155765
3536865139	309.99607465531	8.873745e-07	24785	361	6106	1.5319483512946	9354.0766330049	10541295285.142	3306	3263.7544904936	83.074251727296	1	310.323412930196
3536865146	309.99607465531	8.834764e-07	21124	361	5190.75	1.4967690415049	7769.3539021918	8794070676.0156	3311	3263.7544904936	83.074251727296	1	310.359370368238
3536865153	309.99607465531	8.937964e-07	17976	361	4403.75	1.453970641661	6402.9232132146	7163737975.6895	3316	3263.7544904936	83.074251727296	1	310.395323871774
3536865160	309.99607465531	8.954363e-07	15097	361	3684	1.3994834408487	5155.6969960865	5757748480.921	3321	3263.7544904936	83.074251727296	1	310.431273440806
3536865167	309.99607465531	8.875422e-07	11683	361	2830.5	1.3098885185186	3707.6394516668	4177423283.8358	3326	3263.7544904936	83.074251727296	1	310.467219075332
3536865174	309.99607465531	8.850038e-07	8653	361	2073	1.1822039558674	2450.7088005131	2769150596.3173	3331	3263.7544904936	83.074251727296	1	310.503160775354
3536865182	309.99607465531	8.948633e-07	5566	361	1301.25	0.91763416097514	1194.0714519689	1334361853.8931	3336	3263.7544904936	83.074251727296	1	310.53909854087
3536865189	309.99607465531	8.903703e-07	4242	361	970.25	0.32136210006752	311.80157759051	350193147.2675	3341	3263.7544904936	83.074251727296	1	310.575032371882
3536865196	309.99607465531	8.797636e-07	3969	361	902	0.2060282935893	185.83752081755	211235746.53185	3346	3263.7544904936	83.074251727296	1	310.610962268388
3536865203	309.99607465531	8.813398e-07	3377	361	754	0.060469350559711	45.593890322022	51732476.30712	3351	3263.7544904936	83.074251727296	1	310.64688823039
3536865210	309.99607465531	8.972602e-07	2716	361	588.75	0.046603168648231	27.437615541646	30579329.765932	3356	3263.7544904936	83.074251727296	1	310.682810257886
3536865217	309.99607465531	8.876533e-07	1485	361	281	0.03547935689752	9.9696992882032	11231523.938686	3361	3263.7544904936	83.074251727296	1	310.718728350878
3536865224	309.99607465531	8.899844e-07	767	361	101.5	0.02412482629154	2.4486698685913	2751362.6852239	3366	3263.7544904936	83.074251727296	1	310.754642509364
3536865231	309.99607465531	8.965452e-07	648	361	71.75	0.012477528004692	0.89526263433668	998569.43558081	3371	3263.7544904936	83.074251727296	1	310.790552733346
3536865238	309.99607465531	8.956071e-07	603	361	60.5	0.0047545073918009	0.28764769720396	321176.21354716	3376	3263.7544904936	83.074251727296	1	310.826459022822
3536865245	309.99607465531	8.823276e-07	575	361	53.5	0.0016845658205497	0.090124271399411	102143.77448854	3381	3263.7544904936	83.074251727296	1	310.862361377794
3536865252	309.99607465531	8.828186e-07	573	361	53	0.0015376975741526	0.081497971430086	92315.648345069	3386	3263.7544904936	83.074251727296	1	310.89825979826
3536865260	309.99607465531	8.867157e-07	540	361	44.75	0.00022481469910823	0.010060457785094	11345.753531931	3391	3263.7544904936	83.074251727296	1	310.934154284222
3536865267	309.99607465531	8.902894e-07	493	361	33	2.3161389119551e-06	7.6432584094518e-05	85.851391799698	3396	3263.7544904936	83.074251727296	1	310.970044835678
3536865274	309.99607465531	8.821485e-07	418	361	14.25	8.2488767174345e-13	1.1754649322344e-11	1.3325023306557e-05	3401	3263.7544904936	83.074251727296	1	311.00593145263
3536865281	309.99607465531	8.815087e-07	390	361	7.25	7.8424586509363e-17	5.6857825219288e-16	6.4500583169841e-10	3406	3263.7544904936	83.074251727296	1	311.041814135076
3536865288	309.99607465531	8.957823e-07	359	361	-0.5	9.1400757638818e-23	-4.5700378819409e-23	-5.1017282680635e-17	3411	3263.7544904936	83.074251727296	1	311.077692883018
3536865295	309.99607465531	8.873112e-07	364	361	0.75	1.0951700096639e-21	8.2137750724795e-22	9.2569270764074e-16	3411	3263.5283511656	83.34879813845	1	311.077692883018
3536865302	309.99607465531	8.830164e-07	386	361	6.25	1.6748607834014e-17	1.0467879896259e-16	1.1854683442186e-10	3406	3263.5283511656	83.34879813845	1	311.041814135076
3536865309	309.99607465531	8.920872e-07	416	361	13.75	4.6230616674229e-13	6.3567097927066e-12	7.1256596806978e-06	3401	3263.5283511656	83.34879813845	1	311.00593145263
3536865316	309.99607465531	8.841525e-07	478	361	29.25	2.8865136800749e-07	8.4430525142191e-06	9.5493170173913	3396	3263.5283511656	83.34879813845	1	310.970044835678
3536865323	309.99607465531	8.840913e-07	527	361	41.5	8.1488637690908e-05	0.0033817784641727	3825.146185889	3391	3263.5283511656	83.34879813845	1	310.934154284222
3536865330	309.99607465531	8.863262e-07	546	361	46.25	0.00034032388436232	0.015739979651757	17758.675814567	3386	3263.5283511656	83.34879813845	1	310.89825979826
3536865337	309.99607465531	8.799995e-07	565	361	51	0.001039883881587	0.053034077960935	60266.031924944	3381	3263.5283511656	83.34879813845	1	310.862361377794
3536865345	309.99607465531	8.777656e-07	600	361	59.75	0.0043369406891481	0.2591322061766	295218.00145346	3376	3263.5283511656	83.34879813845	1	310.826459022822
3536865352	309.99607465531	8.989123e-07	635	361	68.5	0.010112344245317	0.69269558080422	770593.06097404	3371	3263.5283511656	83.34879813845	1	310.790552733346
3536865359	309.99607465531	8.894273e-07	766	361	101.25	0.024099194083737	2.4400434009783	2743387.1222284	3366	3263.5283511656	83.34879813845	1	310.754642509364
3536865366	309.99607465531	8.813228e-07	1420	361	264.75	0.036247629890345	9.5965600134689	10888813.966312	3361	3263.5283511656	83.34879813845	1	310.718728350878
3536865373	309.99607465531	8.741599e-07	2685	361	581	0.045296474746487	26.317251827709	30105764.205964	3356	3263.5283511656	83.34879813845	1	310.682810257886
3536865380	309.99607465531	8.885305e-07	3360	361	749.75	0.060000122050328	44.985091507234	50628640.780743	3351	3263.5283511656	83.34879813845	1	310.64688823039
3536865387	309.99607465531	8.826069e-07	3965	361	901	0.20393282024477	183.74347104054	208182681.37326	3346	3263.5283511656	83.34879813845	1	310.610962268388
3536865394	309.99607465531	8.817815e-07	4243	361	970.5	0.32157338171005	312.0869669496	353927777.96948	3341	3263.5283511656	83.34879813845	1	310.575032371882
3536865401	309.99607465531	8.876854e-07	5467	361	1276.5	0.90541866053783	1155.7669201765	1302000596.356	3336	3263.5283511656	83.34879813845	1	310.53909854087
3536865408	309.99607465531	8.849433e-07	8563	361	2050.5	1.1770286938683	2413.4973367769	2727290366.2606	3331	3263.5283511656	83.34879813845	1	310.503160775354
3536865415	309.99607465531	8.837457e-07	11789	361	2857	1.3132479566839	3751.949412246	4245507969.3695	3326	3263.5283511656	83.34879813845	1	310.467219075332
3536865423	309.99607465531	8.912162e-07	14731	361	3592.5	1.3913476631842	4998.4164799891	5608534135.7003	3321	3263.5283511656	83.34879813845	1	310.431273440806
3536865430	309.99607465531	8.910742e-07	17751	361	4347.5	1.450284451147	6305.1116513618	7075854795.6632	3316	3263.5283511656	83.34879813845	1	310.395323871774
3536865437	309.99607465531	8.740487e-07	21104	361	5185.75	1.4965425131134	7760.6953373781	8879019369.7194	3311	3263.5283511656	83.34879813845	1	310.359370368238
3536865444	309.99607465531	8.777667e-07	24390	361	6007.25	1.528583157911	9182.5811753608	10461300451.886	3306	3263.5283511656	83.34879813845	1	310.323412930196
3536865451	309.99607465531	8.947194e-07	27320	361	6739.75	1.5527232727133	10464.966677269	11696367237.895	3301	3263.5283511656	83.34879813845	1	310.28745155765
3536865458	309.99607465531	8.838118e-07	30711	361	7587.5	1.5811776143579	11997.185148941	13574366340.142	3296	3263.5283511656	83.34879813845	1	310.251486250598
3536865465	309.99607465531	8.800988e-07	34090	361	8432.25	1.6120124675414	13592.892129426	15444734306.451	3291	3263.5283511656	83.34879813845	1	310.215517009042
