   290.00   1.424436e+002   5.907470e-002  -2.117778e-004   2.092894e+000   5.762751e-003   5.076648e-004   1.439786e-005   1.205665e-007   7.223019e-003
   290.01   1.423068e+002   5.728959e-002  -2.351274e-004   2.093457e+000   5.274152e-003   5.021476e-004   1.461407e-005   1.228175e-007   7.167043e-003
   290.02   1.421680e+002   5.555281e-002  -2.578879e-004   2.090023e+000   5.334506e-003   5.271240e-004   1.497441e-005   1.240791e-007   7.474218e-003
   290.03   1.420277e+002   5.389931e-002  -2.795542e-004   2.068331e+000   4.647920e-003   5.187303e-004   1.510945e-005   1.259676e-007   7.292550e-003
   290.04   1.418861e+002   5.236121e-002  -2.996590e-004   2.096067e+000   5.726178e-003   5.184381e-004   1.471701e-005   1.231216e-007   7.433075e-003
   290.05   1.417423e+002   5.095298e-002  -3.179716e-004   2.091569e+000   6.283836e-003   5.215159e-004   1.489956e-005   1.257371e-007   7.872046e-003
   290.06   1.415969e+002   4.969996e-002  -3.341257e-004   2.080534e+000   5.558724e-003   5.224608e-004   1.490807e-005   1.250398e-007   7.535753e-003
   290.07   1.414501e+002   4.862037e-002  -3.478568e-004   2.082191e+000   6.031369e-003   5.290584e-004   1.471719e-005   1.231120e-007   7.597550e-003
   290.08   1.413012e+002   4.771855e-002  -3.590879e-004   2.070982e+000   5.637662e-003   5.415278e-004   1.552748e-005   1.298469e-007   8.102902e-003
   290.09   1.411507e+002   4.700485e-002  -3.676692e-004   2.078326e+000   5.984110e-003   5.351509e-004   1.504744e-005   1.259683e-007   7.852321e-003
   290.10   1.409990e+002   4.648142e-002  -3.735688e-004   2.068346e+000   5.436257e-003   5.322465e-004   1.517364e-005   1.270868e-007   7.712672e-003
   290.11   1.408455e+002   4.614119e-002  -3.768738e-004   2.065235e+000   5.585600e-003   5.372533e-004   1.553409e-005   1.302020e-007   8.111878e-003
   290.12   1.406904e+002   4.597752e-002  -3.776773e-004   2.067660e+000   5.890433e-003   5.260161e-004   1.489350e-005   1.252017e-007   7.721760e-003
   290.13   1.405341e+002   4.597758e-002  -3.761555e-004   2.082666e+000   6.005602e-003   5.382965e-004   1.517507e-005   1.265076e-007   7.971409e-003
   290.14   1.403769e+002   4.612384e-002  -3.725549e-004   2.062271e+000   6.294042e-003   5.397507e-004   1.512296e-005   1.265951e-007   8.125843e-003
   290.15   1.402180e+002   4.639613e-002  -3.671421e-004   2.058198e+000   5.081623e-003   5.385116e-004   1.558651e-005   1.301087e-007   7.905042e-003
   290.16   1.400578e+002   4.677080e-002  -3.602467e-004   2.056551e+000   6.406424e-003   5.505151e-004   1.533084e-005   1.273244e-007   8.396435e-003
   290.17   1.398970e+002   4.722035e-002  -3.522449e-004   2.081907e+000   5.646161e-003   5.328562e-004   1.525322e-005   1.267893e-007   7.897258e-003
   290.18   1.397345e+002   4.772000e-002  -3.434579e-004   2.074549e+000   5.541441e-003   5.266442e-004   1.519426e-005   1.269852e-007   7.807404e-003
   290.19   1.395708e+002   4.824004e-002  -3.342897e-004   2.031876e+000   5.444917e-003   5.352496e-004   1.504929e-005   1.243972e-007   7.762647e-003
   290.20   1.394064e+002   4.875018e-002  -3.251454e-004   2.035098e+000   5.664086e-003   5.112995e-004   1.452380e-005   1.219431e-007   7.436131e-003
   290.21   1.392401e+002   4.922673e-002  -3.163255e-004   2.063061e+000   5.388256e-003   4.893585e-004   1.412984e-005   1.193616e-007   6.930347e-003
   290.22   1.390724e+002   4.964080e-002  -3.082016e-004   2.060705e+000   5.364541e-003   5.122902e-004   1.441249e-005   1.196107e-007   7.136266e-003
   290.23   1.389039e+002   4.996780e-002  -3.011023e-004   2.039941e+000   5.130931e-003   4.903134e-004   1.404108e-005   1.177511e-007   6.805007e-003
   290.24   1.387332e+002   5.018867e-002  -2.952421e-004   2.038505e+000   5.572901e-003   4.983330e-004   1.425291e-005   1.199612e-007   7.182139e-003
   290.25   1.385610e+002   5.028395e-002  -2.908713e-004   2.055021e+000   5.991423e-003   5.003563e-004   1.394729e-005   1.164402e-007   7.101725e-003
   290.26   1.383877e+002   5.024018e-002  -2.881557e-004   2.053753e+000   5.128916e-003   4.876255e-004   1.398781e-005   1.163933e-007   6.766881e-003
