   290.00   1.388833e+002   8.826090e-002   3.017702e-005   2.987946e+000  -9.785846e-004   1.537688e-004   1.007547e-005   1.094226e-007   3.965259e-003
   290.01   1.387303e+002   8.889830e-002   4.226981e-005   2.980314e+000  -1.084195e-003   1.615983e-004   9.957349e-006   1.078232e-007   4.158172e-003
   290.02   1.385798e+002   8.941552e-002   4.827600e-005   3.020631e+000  -1.085311e-003   1.563753e-004   9.954997e-006   1.074043e-007   3.762163e-003
   290.03   1.384286e+002   9.018608e-002   5.886635e-005   2.957342e+000  -9.946325e-004   1.557519e-004   9.603731e-006   1.038249e-007   3.821559e-003
   290.04   1.382733e+002   9.159008e-002   8.483502e-005   2.954814e+000  -1.031920e-003   1.464809e-004   9.394040e-006   1.019563e-007   3.617021e-003
   290.05   1.381096e+002   9.400894e-002   1.368358e-004   2.905530e+000  -1.103029e-003   1.520013e-004   9.460231e-006   1.024596e-007   3.829034e-003
   290.06   1.379370e+002   9.731228e-002   2.118955e-004   2.935541e+000  -1.514176e-003   1.395508e-004   9.189805e-006   9.928162e-008   3.330243e-003
   290.07   1.377579e+002   1.009785e-001   2.965903e-004   2.934876e+000  -9.750823e-004   1.299026e-004   8.865222e-006   9.648237e-008   3.063769e-003
   290.08   1.375727e+002   1.045262e-001   3.784174e-004   2.947915e+000  -1.213918e-003   1.296546e-004   8.803460e-006   9.537303e-008   2.943997e-003
   290.09   1.373829e+002   1.074333e-001   4.439388e-004   2.924188e+000  -8.486458e-004   1.412006e-004   8.674281e-006   9.402199e-008   3.262611e-003
   290.10   1.371904e+002   1.091872e-001   4.801355e-004   2.918721e+000  -8.130526e-004   1.296189e-004   8.367155e-006   9.087143e-008   2.887851e-003
   290.11   1.369961e+002   1.096497e-001   4.862234e-004   2.917948e+000  -3.986250e-004   1.368479e-004   8.221951e-006   8.850214e-008   2.735971e-003
   290.12   1.368037e+002   1.089220e-001   4.698508e-004   2.929630e+000  -1.046682e-004   1.306826e-004   8.132321e-006   8.812130e-008   2.647248e-003
   290.13   1.366163e+002   1.070750e-001   4.382364e-004   2.909132e+000  -3.353319e-004   1.280736e-004   8.044902e-006   8.717887e-008   2.624312e-003
   290.14   1.364377e+002   1.041451e-001   3.981159e-004   2.871489e+000  -3.788026e-004   1.376901e-004   8.158515e-006   8.770632e-008   2.755102e-003
   290.15   1.362703e+002   1.001299e-001   3.553950e-004   2.913954e+000  -3.382331e-004   1.332826e-004   8.067183e-006   8.637175e-008   2.456158e-003
   290.16   1.361134e+002   9.552619e-002   3.151644e-004   2.847953e+000  -7.206673e-004   1.406101e-004   8.355597e-006   8.989297e-008   3.004740e-003
   290.17   1.359633e+002   9.120990e-002   2.817219e-004   2.888919e+000  -1.386526e-003   1.349838e-004   8.761806e-006   9.393373e-008   2.881659e-003
   290.18   1.358147e+002   8.803715e-002   2.592900e-004   2.902607e+000  -7.511758e-004   1.489028e-004   8.885527e-006   9.579406e-008   3.370845e-003
   290.19   1.356642e+002   8.695467e-002   2.528998e-004   2.916594e+000  -6.137716e-004   1.497756e-004   8.937655e-006   9.752439e-008   3.786808e-003
   290.20   1.355082e+002   8.887395e-002   2.674450e-004   2.910121e+000  -1.487412e-003   1.474123e-004   9.470301e-006   1.020384e-007   3.567531e-003
   290.21   1.353457e+002   9.346398e-002   3.004972e-004   2.879750e+000  -1.193076e-003   1.408711e-004   9.245575e-006   1.010643e-007   3.797563e-003
   290.22   1.351796e+002   9.941105e-002   3.437675e-004   2.891364e+000  -4.485810e-005   1.456656e-004   8.743046e-006   9.485595e-008   3.278953e-003
   290.23   1.350131e+002   1.054121e-001   3.890965e-004   2.844147e+000  -2.188373e-004   1.522027e-004   8.803018e-006   9.500717e-008   3.430075e-003
   290.24   1.348476e+002   1.102242e-001   4.288431e-004   2.874372e+000  -1.124841e-004   1.450201e-004   8.483075e-006   9.153209e-008   3.074141e-003
   290.25   1.346863e+002   1.125793e-001   4.550741e-004   2.859303e+000  -4.875821e-004   1.408745e-004   8.620012e-006   9.321130e-008   3.135238e-003
   290.26   1.345331e+002   1.123840e-001   4.652114e-004   2.862678e+000  -5.041887e-004   1.407098e-004   8.333731e-006   9.006720e-008   3.074208e-003
   290.27   1.343918e+002   1.104053e-001   4.605462e-004   2.859343e+000  -1.684730e-004   1.472119e-004   8.409404e-006   9.071766e-008   3.158754e-003
   290.28   1.342676e+002   1.073659e-001   4.418037e-004   2.865520e+000  -3.259704e-004   1.427958e-004   8.606864e-006   9.332684e-008   3.240016e-003
   290.29   1.341665e+002   1.039586e-001   4.093193e-004   2.871125e+000  -6.664164e-004   1.358549e-004   8.739092e-006   9.494521e-008   3.172619e-003
