%s ozone retrieval from direct irradiance
%20 9 2016 Julian Groebner
2016 09 16 10 35 13 286.8  4.0
2016 09 16 10 40 22 288.2  3.7
2016 09 16 10 43 30 289.0  3.7
2016 09 16 10 46 36 288.5  3.8
2016 09 16 10 49 41 288.9  3.8
2016 09 16 10 52 44 289.5  3.8
2016 09 16 10 55 46 289.9  4.1
2016 09 16 10 58 50 288.9  4.0
2016 09 16 11 01 49 287.9  3.7
2016 09 16 11 04 45 287.8  3.8
2016 09 16 11 07 40 288.5  3.9
2016 09 16 11 10 36 289.8  4.0
2016 09 16 11 13 29 289.2  4.1
2016 09 16 11 16 21 289.2  4.2
2016 09 16 11 19 43 289.7  4.2
2016 09 16 11 22 36 290.7  4.0
2016 09 16 11 25 25 289.3  4.1
2016 09 16 11 28 14 289.3  4.0
2016 09 16 11 31 01 289.5  4.2
2016 09 16 11 33 47 289.6  4.3
2016 09 16 11 36 33 287.4  4.0
2016 09 16 11 39 18 290.2  4.2
2016 09 16 11 42 02 289.5  4.3
2016 09 16 11 44 49 288.5  4.2
2016 09 16 11 47 39 288.6  4.2
2016 09 16 11 50 23 289.6  4.3
2016 09 16 11 53 05 289.2  4.4
2016 09 16 11 55 46 289.0  4.3
2016 09 16 11 58 27 289.9  4.3
2016 09 16 12 01 06 288.3  4.3
2016 09 16 12 03 46 289.9  4.4
2016 09 16 12 06 25 290.2  4.3
2016 09 16 12 09 03 290.1  4.4
2016 09 16 12 11 42 289.0  4.2
2016 09 16 12 14 20 290.5  4.3
2016 09 16 12 16 57 290.7  4.6
2016 09 16 12 19 35 289.4  4.4
2016 09 16 12 22 11 289.8  4.3
2016 09 16 12 24 48 288.8  4.4
2016 09 16 12 27 24 289.2  4.3
2016 09 16 12 30 01 289.6  4.3
2016 09 16 12 32 55 289.4  4.6
2016 09 16 12 35 31 289.7  4.4
2016 09 16 12 38 07 289.0  4.4
2016 09 16 12 40 42 288.4  4.4
2016 09 16 12 43 17 288.9  4.3
2016 09 16 12 45 52 289.5  4.5
2016 09 16 12 48 28 288.2  4.4
2016 09 16 12 51 02 289.1  4.5
2016 09 16 12 53 38 288.3  4.4
2016 09 16 12 56 16 288.0  4.6
2016 09 16 12 58 51 288.9  4.4
2016 09 16 13 01 27 289.9  4.2
2016 09 16 13 04 03 289.1  4.4
2016 09 16 13 06 38 289.6  4.5
2016 09 16 13 09 12 289.9  4.4
2016 09 16 13 11 47 288.8  4.4
2016 09 16 13 14 22 289.2  4.3
2016 09 16 13 16 58 288.5  4.3
2016 09 16 13 19 32 288.2  4.3
2016 09 16 13 22 06 287.6  4.4
2016 09 16 13 24 41 289.3  4.3
2016 09 16 13 27 16 289.3  4.5
2016 09 16 14 51 06 286.9  3.9
2016 09 16 14 54 39 288.1  4.1
2016 09 16 14 57 35 287.6  4.0
2016 09 16 15 00 32 287.2  3.8
2016 09 16 15 03 44 286.7  3.8
2016 09 16 15 06 45 285.9  3.9
2016 09 16 15 09 47 287.4  3.8
2016 09 16 15 12 50 286.8  4.0
2016 09 16 15 15 55 285.8  3.7
2016 09 16 15 19 04 286.7  3.8
2016 09 16 15 22 13 286.3  3.8
2016 09 16 15 25 25 286.1  3.8
2016 09 16 15 28 39 285.3  3.7
2016 09 16 15 31 55 285.5  3.8
2016 09 16 15 35 14 286.9  3.7
2016 09 16 15 38 35 286.5  3.6
2016 09 16 15 42 05 287.0  3.8
2016 09 16 15 45 33 284.7  3.9
2016 09 16 15 49 06 283.9  3.5
2016 09 16 15 52 42 284.3  3.5
2016 09 16 15 56 22 284.8  3.2
2016 09 16 16 00 07 285.6  3.7
2016 09 16 16 03 57 284.6  3.7
2016 09 16 16 07 53 281.0  3.4
2016 09 16 16 11 55 282.9  3.2
2016 09 16 16 16 05 286.8  3.8
2016 09 16 16 20 24 281.4  3.4
2016 09 16 16 25 07 283.8  3.1
2016 09 16 16 29 48 281.2  3.1
2016 09 16 16 34 40 280.5  3.4
2016 09 16 16 39 50 284.9  3.7
2016 09 16 16 45 18 283.2  4.3
2016 09 16 16 50 47 281.1  3.5
2016 09 16 16 57 50 287.9  6.3
2016 09 16 17 01 14 289.2  6.4
2016 09 16 17 04 39 284.3  6.5
