%s ozone retrieval from direct irradiance
%20 9 2016 Julian Groebner
2016 09 17 08 44 50 251.0  7.8
2016 09 17 08 47 14 253.1  8.8
2016 09 17 08 51 59 251.0  8.3
2016 09 17 08 54 19 251.2  7.7
2016 09 17 08 56 39 257.8  6.9
2016 09 17 08 58 59 260.2  7.2
2016 09 17 09 01 17 254.4  7.0
2016 09 17 09 03 35 259.5  6.5
2016 09 17 09 05 52 256.9  6.8
2016 09 17 09 08 10 259.5  5.1
2016 09 17 09 56 33 271.5  3.0
2016 09 17 09 58 31 273.7  3.0
2016 09 17 10 00 29 270.6  3.1
2016 09 17 10 02 28 271.2  3.5
2016 09 17 10 04 27 272.3  2.9
2016 09 17 10 06 25 272.2  2.9
2016 09 17 10 33 54 275.8  2.6
2016 09 17 11 39 02 277.2  2.8
2016 09 17 11 42 42 278.7  2.6
2016 09 17 11 46 22 279.1  2.6
2016 09 17 11 50 02 280.7  2.7
2016 09 17 12 18 04 279.8  2.6
2016 09 17 12 23 17 279.9  2.7
2016 09 17 12 28 47 280.4  2.6
2016 09 17 12 34 17 279.2  2.7
2016 09 17 12 39 47 279.8  2.5
2016 09 17 14 50 45 277.0  2.4
2016 09 17 14 53 30 274.8  2.8
2016 09 17 14 56 15 275.5  2.5
2016 09 17 14 58 60 275.7  2.6
2016 09 17 15 01 45 275.2  2.6
2016 09 17 15 04 30 275.0  2.5
2016 09 17 15 07 15 274.1  2.6
2016 09 17 15 09 60 274.6  2.4
2016 09 17 15 12 45 273.5  2.5
2016 09 17 15 15 30 276.3  2.4
2016 09 17 15 18 15 274.0  2.3
2016 09 17 15 20 60 274.2  2.5
2016 09 17 15 23 45 275.0  2.5
2016 09 17 15 26 30 273.3  2.5
2016 09 17 15 29 15 273.7  2.6
2016 09 17 15 31 60 272.8  2.7
2016 09 17 15 34 45 272.6  2.7
2016 09 17 15 37 30 273.0  2.7
2016 09 17 15 40 15 271.7  2.7
2016 09 17 15 43 15 270.9  2.9
2016 09 17 15 45 60 272.4  2.7
2016 09 17 15 48 45 269.9  3.0
2016 09 17 15 51 30 271.2  3.1
2016 09 17 15 54 15 270.8  2.8
2016 09 17 15 56 60 270.5  2.9
2016 09 17 15 59 45 269.9  3.0
2016 09 17 16 02 30 269.5  3.5
2016 09 17 16 05 15 267.5  3.2
2016 09 17 16 07 60 267.7  3.5
2016 09 17 16 10 45 267.1  3.0
2016 09 17 16 13 30 266.3  3.4
2016 09 17 16 16 15 265.1  3.6
2016 09 17 16 18 60 267.9  3.5
2016 09 17 16 21 45 265.9  4.0
2016 09 17 16 24 30 265.1  3.8
2016 09 17 16 27 15 261.4  5.2
2016 09 17 16 29 60 264.8  4.4
