%s ozone retrieval from direct irradiance
%20 9 2016 Julian Groebner
2016 09 15 07 40 27 246.5  8.6
2016 09 15 08 34 02 247.0 10.0
2016 09 15 09 01 26 281.8  4.3
2016 09 15 09 07 25 282.9  4.2
2016 09 15 09 18 51 282.6  2.7
2016 09 15 09 30 37 283.2  2.8
2016 09 15 09 42 25 285.5  3.0
2016 09 15 09 54 15 284.5  3.0
2016 09 15 10 06 09 284.9  3.2
2016 09 15 10 18 03 284.7  3.2
2016 09 15 10 28 30 285.5  3.4
2016 09 15 10 34 28 285.4  3.4
2016 09 15 10 40 26 285.2  3.5
2016 09 15 10 46 24 285.8  3.6
2016 09 15 10 52 23 285.4  3.6
2016 09 15 10 58 22 286.0  3.6
2016 09 15 11 04 21 285.8  3.6
2016 09 15 11 10 20 286.3  3.7
2016 09 15 11 20 03 282.2  4.4
2016 09 15 11 26 03 282.6  4.4
2016 09 15 11 32 03 282.7  4.5
2016 09 15 11 38 03 282.7  4.6
2016 09 15 11 44 03 282.9  4.6
2016 09 15 11 50 03 283.3  4.6
2016 09 15 11 56 03 283.8  4.6
2016 09 15 12 04 15 288.0  2.4
2016 09 15 12 10 15 286.8  2.4
2016 09 15 12 16 14 287.4  2.4
2016 09 15 12 22 14 287.2  2.4
2016 09 15 12 28 14 287.1  2.3
2016 09 15 12 34 13 287.8  2.5
2016 09 15 12 40 13 286.7  2.4
2016 09 15 12 46 13 286.7  2.4
2016 09 15 12 52 13 286.8  2.5
2016 09 15 12 58 13 286.4  2.4
2016 09 15 13 04 13 287.2  2.4
2016 09 15 13 10 13 286.5  2.4
2016 09 15 13 16 13 286.6  2.4
2016 09 15 13 31 34 286.8  4.2
2016 09 15 13 42 60 287.0  4.0
2016 09 15 13 55 00 286.8  4.0
2016 09 15 14 07 03 286.8  3.9
2016 09 15 14 19 03 285.4  3.8
2016 09 15 14 31 05 286.3  3.9
2016 09 15 14 43 08 285.3  3.7
2016 09 15 14 55 11 283.9  3.6
2016 09 15 15 17 00 285.5  3.4
2016 09 15 15 23 27 282.9  3.4
2016 09 15 15 29 29 283.0  3.3
2016 09 15 15 35 31 283.0  3.2
2016 09 15 15 44 05 283.2  3.1
2016 09 15 15 56 09 281.6  3.2
2016 09 15 16 08 16 281.3  2.9
2016 09 15 16 20 25 280.5  2.9
2016 09 15 16 32 35 280.3  2.7
2016 09 15 16 44 50 275.7  3.3
2016 09 15 16 54 28 278.9  3.1
2016 09 15 17 06 28 282.5  4.4
2016 09 15 17 18 30 272.0  4.4
