%s ozone retrieval from direct irradiance
%20 9 2016 Julian Groebner
2016 09 14 10 54 24 278.9  2.8
2016 09 14 10 56 40 278.9  2.7
2016 09 14 10 59 10 279.6  2.6
2016 09 14 11 01 40 279.3  2.7
2016 09 14 11 04 10 279.6  2.7
2016 09 14 11 06 40 279.4  2.7
2016 09 14 11 09 09 279.7  2.8
2016 09 14 11 11 39 280.4  2.7
2016 09 14 11 14 09 280.4  2.7
2016 09 14 11 16 39 280.0  2.7
2016 09 14 11 19 09 280.0  2.7
2016 09 14 11 21 39 280.2  2.8
2016 09 14 11 24 09 279.6  3.0
2016 09 14 11 26 39 280.2  2.7
2016 09 14 11 29 09 279.1  2.8
2016 09 14 11 31 39 279.9  2.8
2016 09 14 11 34 09 280.4  2.7
2016 09 14 11 36 39 279.8  2.7
2016 09 14 11 39 09 280.0  2.7
2016 09 14 11 41 39 280.0  2.8
2016 09 14 11 44 09 280.2  2.7
2016 09 14 11 46 39 280.1  2.8
2016 09 14 11 49 09 280.2  2.8
2016 09 14 11 51 39 280.8  2.7
2016 09 14 11 54 09 280.3  2.7
2016 09 14 11 56 39 280.1  2.8
2016 09 14 11 59 09 280.8  2.8
2016 09 14 12 01 39 280.7  2.8
2016 09 14 12 04 09 280.7  2.8
2016 09 14 12 06 39 280.9  2.7
2016 09 14 12 09 09 280.9  2.8
2016 09 14 12 11 39 279.8  2.8
2016 09 14 12 14 09 280.5  2.8
2016 09 14 12 16 39 281.1  2.8
2016 09 14 12 19 09 280.5  2.9
2016 09 14 12 29 11 284.1  2.2
2016 09 14 12 32 00 285.4  2.3
2016 09 14 12 34 30 284.5  2.4
2016 09 14 12 37 31 284.6  3.0
2016 09 14 12 44 18 283.5  3.3
2016 09 14 12 51 04 284.3  3.1
2016 09 14 12 53 34 284.4  3.0
2016 09 14 12 56 05 283.8  3.0
2016 09 14 12 58 35 284.9  3.1
2016 09 14 13 01 05 284.7  3.0
2016 09 14 13 03 35 284.8  3.0
2016 09 14 13 06 05 285.1  3.1
2016 09 14 13 08 35 284.5  3.1
2016 09 14 13 11 05 285.1  3.1
2016 09 14 13 13 35 284.6  3.0
2016 09 14 13 16 05 285.4  3.0
2016 09 14 13 18 35 284.1  3.1
2016 09 14 13 21 35 285.4  3.1
2016 09 14 13 24 05 285.1  2.9
2016 09 14 13 26 35 285.7  3.0
2016 09 14 13 29 05 285.4  3.1
2016 09 14 13 31 35 284.9  3.0
2016 09 14 13 34 05 285.8  3.0
2016 09 14 13 36 35 285.7  3.1
2016 09 14 13 39 05 285.5  3.0
2016 09 14 13 41 35 285.3  3.1
2016 09 14 13 44 05 285.0  3.0
2016 09 14 13 46 35 285.4  3.0
2016 09 14 13 49 05 285.6  3.0
2016 09 14 13 51 35 285.3  3.0
2016 09 14 13 54 05 285.3  2.9
2016 09 14 13 56 35 285.8  3.1
2016 09 14 13 59 05 286.2  3.0
2016 09 14 14 01 35 284.3  2.9
2016 09 14 14 07 06 285.2  2.4
2016 09 14 14 09 36 286.0  2.3
2016 09 14 14 12 06 285.7  2.2
2016 09 14 14 14 36 285.3  2.4
2016 09 14 14 17 06 286.2  2.3
2016 09 14 14 19 36 286.0  2.3
2016 09 14 14 22 06 286.0  2.3
2016 09 14 14 24 36 286.1  2.3
2016 09 14 14 27 06 285.6  2.3
2016 09 14 14 29 36 285.3  2.4
2016 09 14 14 32 06 285.7  2.3
2016 09 14 14 34 36 287.1  2.4
2016 09 14 14 37 06 286.3  2.3
2016 09 14 14 39 36 285.3  2.3
2016 09 14 14 42 06 286.1  2.2
2016 09 14 14 44 36 286.2  2.5
2016 09 14 14 47 06 285.2  2.2
2016 09 14 14 49 36 285.4  2.3
2016 09 14 14 52 06 285.9  2.3
2016 09 14 14 54 36 284.3  2.5
2016 09 14 14 57 06 284.7  2.1
2016 09 14 14 59 36 284.4  2.2
2016 09 14 15 02 06 285.2  2.3
2016 09 14 15 04 36 285.1  2.1
2016 09 14 15 07 06 284.4  2.2
2016 09 14 15 09 36 286.0  2.2
2016 09 14 15 12 06 285.3  2.3
2016 09 14 15 14 36 284.6  2.1
2016 09 14 15 17 06 285.2  2.4
2016 09 14 15 19 36 283.9  2.1
2016 09 14 15 22 06 283.7  2.3
2016 09 14 15 24 36 284.8  2.3
2016 09 14 15 27 06 284.5  2.1
2016 09 14 15 29 36 284.3  2.2
2016 09 14 15 32 06 286.1  2.3
2016 09 14 15 34 36 283.7  2.2
2016 09 14 15 37 06 285.1  2.2
2016 09 14 15 39 36 284.6  2.3
2016 09 14 15 42 06 285.4  2.1
2016 09 14 15 44 36 285.9  2.4
2016 09 14 15 47 06 285.2  2.0
2016 09 14 15 49 36 285.6  2.4
2016 09 14 15 52 06 287.0  2.7
2016 09 14 15 54 36 283.8  2.1
2016 09 14 15 57 06 283.8  2.2
2016 09 14 15 59 36 285.8  2.8
2016 09 14 16 02 06 284.7  2.5
2016 09 14 16 04 36 283.6  2.5
2016 09 14 16 07 06 285.4  3.2
2016 09 14 16 09 36 287.4  2.6
2016 09 14 16 12 06 286.9  3.2
2016 09 14 16 14 37 288.4  2.5
2016 09 14 16 17 07 285.7  2.4
2016 09 14 16 19 37 291.9  3.5
2016 09 14 16 22 07 288.2  3.2
2016 09 14 16 24 37 290.4  2.7
2016 09 14 16 27 07 289.6  4.0
2016 09 14 16 29 37 294.6  3.8
2016 09 14 16 32 07 291.7  3.6
2016 09 14 16 34 37 289.5  3.3
2016 09 14 16 37 07 293.2  4.3
2016 09 14 16 39 37 296.1  4.5
2016 09 14 16 42 07 296.5  4.3
2016 09 14 16 44 37 299.3  5.7
2016 09 14 16 47 07 294.9  4.7
2016 09 14 16 49 37 298.0  4.9
2016 09 14 16 52 07 280.8  2.7
2016 09 14 16 54 37 287.4  2.9
2016 09 14 16 57 07 284.2  2.8
2016 09 14 16 59 37 283.8  3.3
2016 09 14 17 02 07 297.0  6.1
2016 09 14 17 04 37 289.4  4.6
2016 09 14 17 07 07 281.3  3.6
2016 09 14 17 09 37 281.0  4.1
2016 09 14 17 12 07 286.0  4.1
