             NaN   5.0000000e+00   5.0000000e+00   5.0000000e+00   5.0000000e+00   5.0000000e+00   7.0000000e+01   7.0000000e+01   7.0000000e+01   7.0000000e+01   7.0000000e+01   7.5000000e+01   7.5000000e+01   7.5000000e+01   7.5000000e+01   7.5000000e+01   1.1700000e+02   1.1700000e+02   1.1700000e+02   1.1700000e+02   1.1700000e+02   1.2600000e+02   1.2600000e+02   1.2600000e+02   1.2600000e+02   1.2600000e+02   1.5100000e+02   1.5100000e+02   1.5100000e+02   1.5100000e+02   1.5100000e+02   1.6600000e+02   1.6600000e+02   1.6600000e+02   1.6600000e+02   1.6600000e+02
             NaN   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00   1.0000000e+00   2.0000000e+00   3.0000000e+00   4.0000000e+00   5.0000000e+00
   2.9024000e+03   1.2755817e-05   1.2755817e-05   1.2755817e-05   1.2755817e-05   1.2755817e-05   1.8478593e-04   1.8478593e-04   1.8478593e-04   1.8478593e-04   1.8478593e-04             NaN             NaN             NaN             NaN             NaN   5.2657473e-05   5.2657473e-05   5.2657473e-05   5.2657473e-05   5.2657473e-05   1.3452567e-05   1.3452567e-05   1.3452567e-05   1.3452567e-05   1.3452567e-05   3.1861966e-05   3.1861966e-05   3.1861966e-05   3.1861966e-05   3.1861966e-05   3.7537666e-05   3.7537666e-05   3.7537666e-05   3.7537666e-05   3.7537666e-05
   2.9025000e+03   1.2768857e-05   1.2768857e-05   1.2768857e-05   1.2768857e-05   1.2768857e-05   1.8494919e-04   1.8494919e-04   1.8494919e-04   1.8494919e-04   1.8494919e-04             NaN             NaN             NaN             NaN             NaN   5.2655593e-05   5.2655593e-05   5.2655593e-05   5.2655593e-05   5.2655593e-05   1.3453333e-05   1.3453333e-05   1.3453333e-05   1.3453333e-05   1.3453333e-05   3.1844913e-05   3.1844913e-05   3.1844913e-05   3.1844913e-05   3.1844913e-05   3.7546383e-05   3.7546383e-05   3.7546383e-05   3.7546383e-05   3.7546383e-05
   2.9026000e+03   1.2781898e-05   1.2781898e-05   1.2781898e-05   1.2781898e-05   1.2781898e-05   1.8511245e-04   1.8511245e-04   1.8511245e-04   1.8511245e-04   1.8511245e-04             NaN             NaN             NaN             NaN             NaN   5.2653714e-05   5.2653714e-05   5.2653714e-05   5.2653714e-05   5.2653714e-05   1.3454100e-05   1.3454100e-05   1.3454100e-05   1.3454100e-05   1.3454100e-05   3.1827859e-05   3.1827859e-05   3.1827859e-05   3.1827859e-05   3.1827859e-05   3.7555101e-05   3.7555101e-05   3.7555101e-05   3.7555101e-05   3.7555101e-05
   2.9027000e+03   1.2794938e-05   1.2794938e-05   1.2794938e-05   1.2794938e-05   1.2794938e-05   1.8527570e-04   1.8527570e-04   1.8527570e-04   1.8527570e-04   1.8527570e-04             NaN             NaN             NaN             NaN             NaN   5.2651834e-05   5.2651834e-05   5.2651834e-05   5.2651834e-05   5.2651834e-05   1.3454866e-05   1.3454866e-05   1.3454866e-05   1.3454866e-05   1.3454866e-05   3.1810805e-05   3.1810805e-05   3.1810805e-05   3.1810805e-05   3.1810805e-05   3.7563818e-05   3.7563818e-05   3.7563818e-05   3.7563818e-05   3.7563818e-05
   2.9028000e+03   1.2807979e-05   1.2807979e-05   1.2807979e-05   1.2807979e-05   1.2807979e-05   1.8543896e-04   1.8543896e-04   1.8543896e-04   1.8543896e-04   1.8543896e-04             NaN             NaN             NaN             NaN             NaN   5.2649954e-05   5.2649954e-05   5.2649954e-05   5.2649954e-05   5.2649954e-05   1.3455633e-05   1.3455633e-05   1.3455633e-05   1.3455633e-05   1.3455633e-05   3.1793751e-05   3.1793751e-05   3.1793751e-05   3.1793751e-05   3.1793751e-05   3.7572535e-05   3.7572535e-05   3.7572535e-05   3.7572535e-05   3.7572535e-05
   2.9029000e+03   1.2821019e-05   1.2821019e-05   1.2821019e-05   1.2821019e-05   1.2821019e-05   1.8560221e-04   1.8560221e-04   1.8560221e-04   1.8560221e-04   1.8560221e-04             NaN             NaN             NaN             NaN             NaN   5.2648075e-05   5.2648075e-05   5.2648075e-05   5.2648075e-05   5.2648075e-05   1.3456399e-05   1.3456399e-05   1.3456399e-05   1.3456399e-05   1.3456399e-05   3.1776697e-05   3.1776697e-05   3.1776697e-05   3.1776697e-05   3.1776697e-05   3.7581252e-05   3.7581252e-05   3.7581252e-05   3.7581252e-05   3.7581252e-05
   2.9030000e+03   1.2834060e-05   1.2834060e-05   1.2834060e-05   1.2834060e-05   1.2834060e-05   1.8576547e-04   1.8576547e-04   1.8576547e-04   1.8576547e-04   1.8576547e-04             NaN             NaN             NaN             NaN             NaN   5.2646195e-05   5.2646195e-05   5.2646195e-05   5.2646195e-05   5.2646195e-05   1.3457166e-05   1.3457166e-05   1.3457166e-05   1.3457166e-05   1.3457166e-05   3.1759643e-05   3.1759643e-05   3.1759643e-05   3.1759643e-05   3.1759643e-05   3.7589970e-05   3.7589970e-05   3.7589970e-05   3.7589970e-05   3.7589970e-05
   2.9031000e+03   1.2847100e-05   1.2847100e-05   1.2847100e-05   1.2847100e-05   1.2847100e-05   1.8592873e-04   1.8592873e-04   1.8592873e-04   1.8592873e-04   1.8592873e-04             NaN             NaN             NaN             NaN             NaN   5.2644315e-05   5.2644315e-05   5.2644315e-05   5.2644315e-05   5.2644315e-05   1.3457933e-05   1.3457933e-05   1.3457933e-05   1.3457933e-05   1.3457933e-05   3.1742589e-05   3.1742589e-05   3.1742589e-05   3.1742589e-05   3.1742589e-05   3.7598687e-05   3.7598687e-05   3.7598687e-05   3.7598687e-05   3.7598687e-05
   2.9032000e+03   1.2860141e-05   1.2860141e-05   1.2860141e-05   1.2860141e-05   1.2860141e-05   1.8609198e-04   1.8609198e-04   1.8609198e-04   1.8609198e-04   1.8609198e-04             NaN             NaN             NaN             NaN             NaN   5.2642436e-05   5.2642436e-05   5.2642436e-05   5.2642436e-05   5.2642436e-05   1.3458699e-05   1.3458699e-05   1.3458699e-05   1.3458699e-05   1.3458699e-05   3.1725535e-05   3.1725535e-05   3.1725535e-05   3.1725535e-05   3.1725535e-05   3.7607404e-05   3.7607404e-05   3.7607404e-05   3.7607404e-05   3.7607404e-05
   2.9033000e+03   1.2873181e-05   1.2873181e-05   1.2873181e-05   1.2873181e-05   1.2873181e-05   1.8625524e-04   1.8625524e-04   1.8625524e-04   1.8625524e-04   1.8625524e-04             NaN             NaN             NaN             NaN             NaN   5.2640556e-05   5.2640556e-05   5.2640556e-05   5.2640556e-05   5.2640556e-05   1.3459466e-05   1.3459466e-05   1.3459466e-05   1.3459466e-05   1.3459466e-05   3.1708481e-05   3.1708481e-05   3.1708481e-05   3.1708481e-05   3.1708481e-05   3.7616121e-05   3.7616121e-05   3.7616121e-05   3.7616121e-05   3.7616121e-05
   2.9034000e+03   1.2886222e-05   1.2886222e-05   1.2886222e-05   1.2886222e-05   1.2886222e-05   1.8641850e-04   1.8641850e-04   1.8641850e-04   1.8641850e-04   1.8641850e-04             NaN             NaN             NaN             NaN             NaN   5.2638677e-05   5.2638677e-05   5.2638677e-05   5.2638677e-05   5.2638677e-05   1.3460232e-05   1.3460232e-05   1.3460232e-05   1.3460232e-05   1.3460232e-05   3.1691427e-05   3.1691427e-05   3.1691427e-05   3.1691427e-05   3.1691427e-05   3.7624839e-05   3.7624839e-05   3.7624839e-05   3.7624839e-05   3.7624839e-05
   2.9035000e+03   1.2899262e-05   1.2899262e-05   1.2899262e-05   1.2899262e-05   1.2899262e-05   1.8658175e-04   1.8658175e-04   1.8658175e-04   1.8658175e-04   1.8658175e-04             NaN             NaN             NaN             NaN             NaN   5.2636797e-05   5.2636797e-05   5.2636797e-05   5.2636797e-05   5.2636797e-05   1.3460999e-05   1.3460999e-05   1.3460999e-05   1.3460999e-05   1.3460999e-05   3.1674374e-05   3.1674374e-05   3.1674374e-05   3.1674374e-05   3.1674374e-05   3.7633556e-05   3.7633556e-05   3.7633556e-05   3.7633556e-05   3.7633556e-05
   2.9036000e+03   1.2912303e-05   1.2912303e-05   1.2912303e-05   1.2912303e-05   1.2912303e-05   1.8674501e-04   1.8674501e-04   1.8674501e-04   1.8674501e-04   1.8674501e-04             NaN             NaN             NaN             NaN             NaN   5.2634917e-05   5.2634917e-05   5.2634917e-05   5.2634917e-05   5.2634917e-05   1.3461765e-05   1.3461765e-05   1.3461765e-05   1.3461765e-05   1.3461765e-05   3.1657320e-05   3.1657320e-05   3.1657320e-05   3.1657320e-05   3.1657320e-05   3.7642273e-05   3.7642273e-05   3.7642273e-05   3.7642273e-05   3.7642273e-05
   2.9037000e+03   1.2925343e-05   1.2925343e-05   1.2925343e-05   1.2925343e-05   1.2925343e-05   1.8690827e-04   1.8690827e-04   1.8690827e-04   1.8690827e-04   1.8690827e-04             NaN             NaN             NaN             NaN             NaN   5.2633038e-05   5.2633038e-05   5.2633038e-05   5.2633038e-05   5.2633038e-05   1.3462532e-05   1.3462532e-05   1.3462532e-05   1.3462532e-05   1.3462532e-05   3.1640266e-05   3.1640266e-05   3.1640266e-05   3.1640266e-05   3.1640266e-05   3.7650991e-05   3.7650991e-05   3.7650991e-05   3.7650991e-05   3.7650991e-05
