date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6      
736848.000000, 202, 1, 3031.12, 3062.22, 3099.72, 3134.31, 3167.35, 3199.34, 5.60, 5.55, 5.43, 5.56, 5.47, 5.44
736852.000000, 202, 2, 3031.54, 3062.65, 3100.18, 3134.77, 3167.81, 3199.81, 5.60, 5.54, 5.45, 5.57, 5.48, 5.41 
