date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6     
736119.000000, 186, 1, 3032.00, 3063.08, 3100.55, 3135.05, 3168.06, 3199.92, 5.46, 5.63, 5.50, 5.58, 5.54, 5.33
736847.000000, 186, 2, 3032.14, 3063.17, 3100.67, 3135.17, 3168.17, 3200.19, 5.66, 5.51, 5.49, 5.58, 5.54, 5.40 
