date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6  
735071.000000, 163, 1, 3032.25, 3063.24, 3100.69, 3135.23, 3168.18, 3200.19, 5.78, 5.67, 5.53, 5.58, 5.53, 5.42 
735400.000000, 163, 2, 3032.14, 3063.11, 3100.54, 3135.06, 3168.00, 3199.99, 5.66, 5.60, 5.47, 5.54, 5.43, 5.36 
736064.000000, 163, 3, 3032.43, 3063.42, 3100.86, 3135.39, 3168.33, 3200.36, 5.95, 5.80, 5.70, 5.77, 5.54, 5.47 
736113.000000, 163, 4, 3032.13, 3063.13, 3100.58, 3135.12, 3168.08, 3200.10, 5.79, 5.67, 5.58, 5.62, 5.52, 5.42 
736507.000000, 163, 5, 3032.04, 3063.04, 3100.50, 3135.03, 3167.98, 3200.00, 5.66, 5.58, 5.50, 5.56, 5.50, 5.39 
736508.000000, 163, 6, 3032.14, 3063.13, 3100.58, 3135.13, 3168.08, 3200.10, 5.69, 5.58, 5.50, 5.56, 5.50, 5.41 
736847.000000, 163, 7, 3032.05, 3063.06, 3100.53, 3135.08, 3168.05, 3200.08, 5.67, 5.60, 5.50, 5.56, 5.50, 5.41 
