date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6       
735400.000000, 75, 1, 3031.06, 3062.55, 3100.87, 3135.08, 3163.32, 3200.94, 5.45, 5.36, 5.34, 5.45, 5.43, 5.31 
736116.000000, 75, 2, 3031.73, 3062.81, 3100.41, 3134.87, 3167.84, 3199.87, 5.60, 5.51, 5.46, 5.58, 5.55, 5.45 
