date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6           
736114.000000, 5, 1, 3038.65, 3060.72, 3097.23, 3132.80, 3165.38, 3196.04, 3.92, 5.62, 5.49, 5.71, 5.35, 5.21
736848.000000, 5, 2, 3022.48, 3062.99, 3100.58, 3135.12, 3168.07, 3200.20, 3.94, 5.26, 5.37, 5.49, 5.42, 5.25 
