date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6   
735399.000000, 117, 1, 3032.34, 3063.29, 3100.72, 3135.22, 3168.18, 3200.16, 5.62, 5.64, 5.53, 5.64, 5.47, 5.37 
736116.000000, 117, 2, 3032.17, 3063.11, 3100.54, 3135.02, 3168.03, 3200.10, 5.68, 5.48, 5.47, 5.59, 5.55, 5.53 
