%QASUME ozone retrieval from direct irradiance
%18 9 2016 Julian Groebner
%Using standard US atmosphere afglus
%Using ozone x-sections bp5
%Using Effective ozone temperature T=228.0 K
2016 09 11 11 35 32 281.7  1.8
2016 09 11 11 53 40 281.4  2.0
2016 09 11 12 13 40 282.1  2.0
2016 09 11 12 33 40 283.0  2.0
2016 09 11 12 53 40 283.1  2.0
2016 09 11 13 13 40 283.2  1.9
2016 09 11 13 33 40 284.4  1.9
2016 09 11 13 53 40 284.8  1.9
2016 09 11 14 13 40 285.1  1.9
2016 09 11 14 33 40 285.6  1.9
2016 09 11 14 53 40 285.1  1.7
2016 09 11 15 13 40 286.2  1.6
2016 09 11 15 33 40 285.9  1.6
2016 09 11 15 53 40 286.7  1.4
2016 09 11 16 13 40 286.1  1.3
2016 09 11 16 33 40 285.6  1.3
2016 09 11 16 53 40 285.8  1.1
2016 09 11 17 33 40 284.9  1.4
