%QASUME ozone retrieval from direct irradiance
%18 9 2016 Julian Groebner
%Using standard US atmosphere afglus
%Using ozone x-sections bp5
%Using Effective ozone temperature T=228.0 K
2016 09 17 08 30 01 282.9  1.3
2016 09 17 08 45 01 282.6  1.4
2016 09 17 09 00 01 282.0  1.1
2016 09 17 09 15 01 283.5  1.2
2016 09 17 09 30 01 283.5  1.2
2016 09 17 09 45 01 283.9  1.3
2016 09 17 10 00 01 284.1  1.4
2016 09 17 10 15 01 283.8  1.4
2016 09 17 10 30 01 283.5  1.6
2016 09 17 10 45 01 285.1  1.6
2016 09 17 11 00 01 284.9  1.7
2016 09 17 11 15 01 285.1  1.6
2016 09 17 11 30 01 284.6  1.7
2016 09 17 11 45 01 284.6  1.7
2016 09 17 12 00 01 284.5  1.8
2016 09 17 12 15 01 284.4  1.7
2016 09 17 12 30 01 285.1  1.8
2016 09 17 12 45 01 284.4  2.0
2016 09 17 13 00 01 285.6  1.8
2016 09 17 13 15 01 284.7  2.0
2016 09 17 13 30 01 285.3  1.8
2016 09 17 14 00 01 284.2  1.8
2016 09 17 14 15 01 282.9  2.0
2016 09 17 14 30 01 283.8  1.8
2016 09 17 14 45 01 282.7  1.7
2016 09 17 15 00 01 281.9  1.6
2016 09 17 15 15 01 282.1  1.6
2016 09 17 15 30 01 281.8  1.5
2016 09 17 15 45 01 281.9  1.4
2016 09 17 16 00 01 281.9  1.4
2016 09 17 16 15 01 281.1  1.3
2016 09 17 16 30 01 281.8  1.0
2016 09 17 16 45 01 281.7  1.1
2016 09 17 17 30 01 280.2  2.5
