%QASUME ozone retrieval from direct irradiance
%18 9 2016 Julian Groebner
%Using standard US atmosphere afglus
%Using ozone x-sections bp5
%Using Effective ozone temperature T=228.0 K
2016 09 19 08 30 01 272.6  1.7
2016 09 19 08 45 01 272.7  1.3
2016 09 19 09 00 01 272.2  1.2
2016 09 19 09 15 01 273.2  1.3
2016 09 19 09 30 01 270.8  1.7
2016 09 19 09 45 01 271.8  1.6
2016 09 19 10 00 01 273.7  1.5
2016 09 19 10 15 01 274.2  1.6
2016 09 19 10 30 01 274.0  1.6
2016 09 19 10 45 01 275.1  1.8
2016 09 19 11 15 01 275.0  2.2
2016 09 19 11 30 01 276.8  1.7
2016 09 19 11 45 01 276.1  1.8
2016 09 19 12 00 01 276.7  1.9
2016 09 19 12 15 01 277.1  1.8
2016 09 19 12 45 01 278.3  1.7
2016 09 19 13 00 01 277.3  2.0
2016 09 19 13 15 01 277.1  1.8
2016 09 19 13 30 01 279.4  1.8
2016 09 19 13 45 01 278.4  1.9
2016 09 19 14 00 01 277.7  1.8
2016 09 19 14 15 01 277.9  1.8
2016 09 19 14 30 01 276.9  1.9
2016 09 19 14 45 01 276.7  1.9
2016 09 19 15 00 01 276.9  1.9
2016 09 19 15 15 01 275.4  1.4
2016 09 19 15 30 01 275.6  1.5
2016 09 19 15 45 01 275.8  1.3
2016 09 19 16 00 01 275.4  1.4
2016 09 19 16 15 01 276.1  1.2
2016 09 19 16 30 01 275.4  1.2
2016 09 19 16 45 01 273.7  1.0
2016 09 19 17 00 01 274.1  1.0
2016 09 19 17 15 01 275.1  1.2
2016 09 19 17 30 01 275.3  1.5
