%QASUME ozone retrieval from direct irradiance
%18 9 2016 Julian Groebner
%Using standard US atmosphere afglus
%Using ozone x-sections bp5
%Using Effective ozone temperature T=228.0 K
2016 09 23 08 30 01 281.4  2.2
2016 09 23 08 45 01 280.6  0.9
2016 09 23 09 00 01 281.2  1.0
2016 09 23 09 15 01 281.6  1.0
2016 09 23 09 30 01 281.8  1.0
2016 09 23 09 45 01 281.5  1.1
2016 09 23 10 00 01 281.9  1.2
2016 09 23 10 15 01 282.2  1.4
2016 09 23 10 30 01 282.8  1.4
2016 09 23 10 45 01 283.0  1.5
2016 09 23 11 00 01 282.7  1.5
2016 09 23 11 15 01 282.8  1.6
2016 09 23 11 30 01 283.4  1.6
