%QASUME ozone retrieval from direct irradiance
%18 9 2016 Julian Groebner
%Using standard US atmosphere afglus
%Using ozone x-sections bp5
%Using Effective ozone temperature T=228.0 K
2016 09 13 08 40 01 285.7  1.0
2016 09 13 09 00 01 285.7  1.0
2016 09 13 09 20 01 286.4  1.1
2016 09 13 09 40 01 285.9  1.4
2016 09 13 10 00 01 286.8  1.3
2016 09 13 10 20 01 285.1  1.5
2016 09 13 10 40 01 285.6  1.6
2016 09 13 11 00 01 285.9  1.6
2016 09 13 11 20 01 285.2  2.0
2016 09 13 11 40 01 286.8  1.7
2016 09 13 12 00 01 288.1  1.8
2016 09 13 12 20 01 286.8  1.9
2016 09 13 12 40 01 287.9  2.0
2016 09 13 13 00 01 287.8  2.0
2016 09 13 13 20 01 286.9  2.0
2016 09 13 14 00 01 288.0  2.1
2016 09 13 14 20 01 288.4  1.9
2016 09 13 14 40 01 288.4  1.7
2016 09 13 15 00 01 288.9  1.8
2016 09 13 15 20 01 289.1  1.6
2016 09 13 15 40 01 288.8  1.6
2016 09 13 16 00 01 288.7  1.3
2016 09 13 16 20 42 288.7  1.3
2016 09 13 16 45 01 288.8  1.1
2016 09 13 17 00 01 288.3  1.0
2016 09 13 17 15 01 288.0  1.2
2016 09 13 17 30 01 286.6  1.1
