%BTS ozone retrieval from direct irradiance
%4 8 2017 Luca Egli (Format: Date/Time, TO3, Crit.) range: 300 -340 nm, with wl-shift
%Using Ozonesonde ozonsonde/ozonesonde_16092111.24Z.csv
%Effective ozone temperature 229.1 K
%Effective ozone height 24.5 km 
%Using ozone x-sections bremen
2016 09 19 13 15 22 272.5  5.5
2016 09 19 13 16 07 274.0  5.2
2016 09 19 13 17 13 272.8  5.9
2016 09 19 13 17 56 274.1  6.0
2016 09 19 13 18 39 273.6  6.6
2016 09 19 13 19 22 273.9  7.1
2016 09 19 13 20 05 274.3  7.6
2016 09 19 13 20 48 273.9  7.4
2016 09 19 13 21 31 273.6  7.8
2016 09 19 13 22 14 274.5  7.9
2016 09 19 13 22 57 275.1  7.9
2016 09 19 13 23 40 275.1  8.3
2016 09 19 13 24 44 274.5  8.2
2016 09 19 13 25 02 273.9  8.5
2016 09 19 13 25 33 275.3  8.8
2016 09 19 13 26 02 273.8  8.9
2016 09 19 13 26 30 276.0  8.3
2016 09 19 13 26 57 274.0  8.0
2016 09 19 13 27 25 274.6  8.5
2016 09 19 13 27 52 276.1  8.3
2016 09 19 13 28 20 274.6  8.1
2016 09 19 13 28 47 274.5  8.7
2016 09 19 13 29 14 275.6  8.0
2016 09 19 13 29 42 274.8  8.1
2016 09 19 13 30 09 276.2  8.0
2016 09 19 13 30 36 275.5  7.6
2016 09 19 13 31 03 274.8  8.6
2016 09 19 13 31 31 275.3  8.1
2016 09 19 13 31 58 275.0  8.1
2016 09 19 13 32 25 276.0  8.3
2016 09 19 13 32 52 276.0  8.3
2016 09 19 13 33 20 276.0  8.7
2016 09 19 13 33 47 274.6  8.4
2016 09 19 13 34 14 275.3  8.1
2016 09 19 13 34 42 274.6  8.8
2016 09 19 13 35 09 273.8  8.2
2016 09 19 13 35 36 274.6  8.2
2016 09 19 13 36 04 274.0  9.0
2016 09 19 13 36 32 275.1  8.1
2016 09 19 13 36 60 274.8  8.7
2016 09 19 13 37 27 275.4  8.7
2016 09 19 13 37 55 274.4  8.6
2016 09 19 13 38 23 272.8  8.8
2016 09 19 13 38 51 273.5  8.6
2016 09 19 13 39 19 274.2  8.6
2016 09 19 13 39 47 274.2  8.8
2016 09 19 13 40 14 273.7  8.6
2016 09 19 13 40 42 275.1  8.5
2016 09 19 13 41 09 275.8  7.7
2016 09 19 13 41 37 275.8  9.0
2016 09 19 13 42 05 274.8  8.7
2016 09 19 13 42 33 275.7  8.6
2016 09 19 13 43 01 274.4  8.7
2016 09 19 13 43 29 274.4  8.5
2016 09 19 13 43 57 274.8  8.3
2016 09 19 13 44 25 273.9  8.5
2016 09 19 13 44 53 275.2  8.3
2016 09 19 13 45 21 274.6  8.6
2016 09 19 13 45 48 274.2  8.4
2016 09 19 13 46 16 275.1  8.3
2016 09 19 13 46 44 274.6  8.2
2016 09 19 13 47 12 274.9  8.4
2016 09 19 13 47 40 274.0  8.7
2016 09 19 13 48 08 275.6  8.5
2016 09 19 13 48 36 274.9  8.0
2016 09 19 13 49 03 274.1  8.5
2016 09 19 13 49 32 274.8  8.6
2016 09 19 13 50 00 274.3  8.7
2016 09 19 13 50 28 273.0  8.7
2016 09 19 13 50 55 275.5  8.5
2016 09 19 13 51 23 274.5  8.4
2016 09 19 13 51 51 275.1  9.1
2016 09 19 13 52 19 273.2  8.3
2016 09 19 13 52 47 273.9  8.5
2016 09 19 13 53 15 275.0  8.5
2016 09 19 13 53 44 274.9  8.5
2016 09 19 13 54 12 276.2  8.8
