 date, Brw, idx, wl_0, wl_2, wl_3, wl_4, wl_5, wl_6, fwhm_0, fwhm_2, fwhm_3, fwhm_4, fwhm_5, fwhm_6
 735799.000000, 17, 1, 3021.26, 3062.93, 3100.36, 3134.89, 3167.81, 3199.80, 3.71, 5.37, 5.16, 5.46, 5.42, 5.21 
 735800.000000, 17, 2, 3021.26, 3062.92, 3100.36, 3134.90, 3167.83, 3199.83, 3.67, 5.31, 5.13, 5.44, 5.41, 5.22 
 735801.000000, 17, 3, 3021.27, 3062.95, 3100.40, 3134.95, 3167.90, 3199.92, 3.67, 5.36, 5.16, 5.45, 5.45, 5.23 
 735802.000000, 17, 4, 3021.27, 3062.94, 3100.39, 3134.95, 3167.91, 3199.94, 3.64, 5.32, 5.14, 5.44, 5.44, 5.24
