brw,slit_2TC,slit_3TC,slit_4TC,slit_5TC,slit_6TC,slit_2TC_SE,slit_3TC_SE,slit_4TC_SE,slit_5TC_SE,slit_6TC_SE,
17,0,-0.42,-0.47,-0.85,-2.17,0.1381,0.1368,0.1348,0.1353,0.1366
157,0,-0.45,-0.95,-1.17,-0.89,0.5508,0.5498,0.5492,0.5477,0.5448
183,0,-0.34,-0.37,-0.74,-1.96,0.10453,0.10452,0.10394,0.10507,0.10356
185,0,-0.14,-0.1,0.02,-0.11,0.05044,0.05069,0.05102,0.05115,0.05144
