FTIR_setup date(yymmdd) time(hhmmss) juldayhm(ftir) date_matlab RMS/maximum_intensity White_signal-to-noise RMS_residues_fit iterations_convergence Solar_elevation_angle(º) DOFH2O DOFO348 DOFO350a DOFO350s DOFO349a DOFO349s Total_Column_H2O(molec/m2) Total_Column_O3total(molec/m2) Total_Column_O348(molec/m2) Total_Column_O350a(molec/m2) Total_Column_O350s(molec/m2) TC_O349a(molec/m2) Total_Column_O349s(molec/m2) 
O3_iTY_1 160920 112206 6472.474 736593.473681 0.002322 719.021771 5273.122000 6.000000 54.037731 1.000000 4.115000 1.037000 1.082000 0.081660 0.121000 8.36510e+025 7.45207e+022 7.44470e+022 8.64040e+022 8.36220e+022 8.29770e+022 8.17800e+022 
O3_iTY_1 160920 113159 6472.480 736593.480544 0.002358 642.475395 5374.370000 6.000000 55.511378 1.000000 4.091000 1.022000 1.065000 0.077180 0.115100 6.49640e+025 7.45808e+022 7.45070e+022 8.64490e+022 8.37600e+022 8.29800e+022 8.19430e+022 
O3_iTY_1 160920 114153 6472.487 736593.487419 0.002333 642.872190 5292.029000 6.000000 56.884758 1.000000 4.093000 1.019000 1.064000 0.077160 0.114600 8.22040e+025 7.45175e+022 7.44450e+022 8.60700e+022 8.36040e+022 8.30690e+022 8.18960e+022 
O3_iTY_1 160920 115147 6472.494 736593.494294 0.002292 777.734273 5180.179000 6.000000 58.141828 1.000000 4.109000 1.023000 1.067000 0.076920 0.115300 9.75540e+025 7.45569e+022 7.44830e+022 8.64380e+022 8.38660e+022 8.26900e+022 8.18870e+022 
O3_iTY_1 160920 122127 6472.515 736593.514896 0.002288 719.792540 5121.947000 6.000000 61.067350 1.000000 4.095000 1.013000 1.054000 0.073960 0.110500 1.48320e+026 7.44816e+022 7.44060e+022 8.66560e+022 8.39830e+022 8.27300e+022 8.18260e+022 
O3_iTY_1 160920 123120 6472.522 736593.521759 0.002288 675.918259 5149.484000 6.000000 61.712501 1.000000 4.096000 1.009000 1.049000 0.073580 0.110300 1.12600e+026 7.45516e+022 7.44780e+022 8.63590e+022 8.36270e+022 8.30680e+022 8.22650e+022 
O3_iTY_1 160920 125107 6472.535 736593.535498 0.002275 587.654926 5189.095000 6.000000 62.435000 1.000000 4.096000 1.008000 1.051000 0.073250 0.108700 8.91200e+025 7.47554e+022 7.46830e+022 8.63110e+022 8.39930e+022 8.29930e+022 8.17630e+022 
O3_iTY_1 160920 130351 6472.544 736593.544340 0.002215 676.389449 5040.440000 6.000000 62.476826 1.000000 4.128000 1.019000 1.064000 0.076210 0.115100 1.17570e+026 7.45455e+022 7.44720e+022 8.62230e+022 8.39990e+022 8.27330e+022 8.22040e+022 
O3_iTY_1 160920 135219 6472.578 736593.577998 0.002300 626.513732 5204.971000 6.000000 59.695116 1.000000 4.098000 1.018000 1.058000 0.075730 0.113400 1.24930e+026 7.50090e+022 7.49340e+022 8.72150e+022 8.41440e+022 8.33190e+022 8.24630e+022 
O3_iTY_1 160920 163733 6472.692 736593.692743 0.002785 620.835610 6142.497000 6.000000 31.087907 1.000000 4.075000 1.144000 1.206000 0.122400 0.175000 1.56590e+026 7.52085e+022 7.51360e+022 8.67820e+022 8.39450e+022 8.45190e+022 8.27470e+022 
O3_iTY_1 160920 164726 6472.699 736593.699606 0.002802 740.580411 6186.047000 6.000000 29.008643 1.000000 4.079000 1.165000 1.231000 0.133500 0.188700 1.46930e+026 7.53101e+022 7.52370e+022 8.70800e+022 8.39310e+022 8.47700e+022 8.26890e+022 
O3_iTY_1 160920 165718 6472.706 736593.706458 0.002929 704.051508 6444.475000 6.000000 26.917347 1.000000 4.044000 1.174000 1.242000 0.134800 0.192500 1.37110e+026 7.51584e+022 7.50850e+022 8.69720e+022 8.38890e+022 8.43640e+022 8.27350e+022 
O3_iTY_1 160920 170711 6472.713 736593.713322 0.003019 632.289899 6615.890000 6.000000 24.808289 1.000000 4.028000 1.187000 1.259000 0.143400 0.201700 1.54320e+026 7.51438e+022 7.50700e+022 8.69970e+022 8.38390e+022 8.48400e+022 8.27470e+022 
O3_iTY_1 160920 171705 6472.720 736593.720197 0.003185 718.494871 6945.450000 6.000000 22.683762 1.000000 3.983000 1.195000 1.272000 0.146400 0.204600 1.39480e+026 7.50356e+022 7.49630e+022 8.66640e+022 8.36220e+022 8.46980e+022 8.23880e+022 
O3_iTY_1 160921 095152 6473.410 736594.411019 0.002485 625.951396 5727.348000 6.000000 37.388723 1.000000 4.175000 1.130000 1.192000 0.113000 0.163100 5.73650e+025 7.65701e+022 7.64960e+022 8.85070e+022 8.54560e+022 8.58230e+022 8.39970e+022 
O3_iTY_1 160921 101740 6473.428 736594.428935 0.002414 697.522502 5542.755000 6.000000 42.481745 1.000000 4.181000 1.100000 1.158000 0.100800 0.148200 7.76740e+025 7.65547e+022 7.64820e+022 8.81940e+022 8.55400e+022 8.52910e+022 8.39810e+022 
O3_iTY_1 160921 104325 6473.447 736594.446817 0.002368 680.348557 5453.608000 6.000000 47.298028 1.000000 4.177000 1.069000 1.126000 0.091370 0.134800 3.95120e+025 7.65359e+022 7.64640e+022 8.78110e+022 8.57520e+022 8.53850e+022 8.41000e+022 
O3_iTY_1 160921 110924 6473.465 736594.464861 0.002315 743.021695 5331.940000 5.000000 51.778558 1.000000 4.180000 1.055000 1.106000 0.085500 0.126200 2.88940e+025 7.65590e+022 7.64850e+022 8.83570e+022 8.57970e+022 8.53800e+022 8.40190e+022 
O3_iTY_1 160921 113510 6473.483 736594.482755 0.002277 727.689694 5244.229000 5.000000 55.692433 1.000000 4.173000 1.041000 1.092000 0.081740 0.121100 5.59140e+025 7.64253e+022 7.63520e+022 8.79980e+022 8.57100e+022 8.53790e+022 8.40670e+022 
O3_iTY_1 160921 120425 6473.503 736594.503067 0.002186 746.319840 5028.919000 5.000000 59.235604 1.000000 4.196000 1.047000 1.093000 0.081880 0.121600 7.39510e+025 7.63486e+022 7.62740e+022 8.84350e+022 8.54240e+022 8.49430e+022 8.37240e+022 
O3_iTY_1 160921 125300 6473.537 736594.536806 0.002166 689.981695 4966.667000 5.000000 62.078621 1.000000 4.201000 1.037000 1.085000 0.079530 0.118700 1.05730e+026 7.65118e+022 7.64380e+022 8.83680e+022 8.57600e+022 8.49080e+022 8.38490e+022 
O3_iTY_1 160921 143639 6473.608 736594.608785 0.002261 743.382711 5174.984000 5.000000 53.578792 1.000000 4.196000 1.057000 1.110000 0.086380 0.127700 1.13740e+026 7.65791e+022 7.65040e+022 8.85430e+022 8.61500e+022 8.52450e+022 8.39370e+022 
O3_iTY_1 160921 144632 6473.615 736594.615648 0.002301 779.988697 5262.227000 5.000000 52.017482 1.000000 4.185000 1.060000 1.109000 0.086770 0.127500 1.06100e+026 7.63972e+022 7.63200e+022 8.88760e+022 8.59150e+022 8.52050e+022 8.37710e+022 
O3_iTY_1 160921 152604 6473.643 736594.643102 0.002409 745.192138 5509.113000 6.000000 45.075525 1.000000 4.171000 1.082000 1.136000 0.093970 0.138500 1.11550e+026 7.62038e+022 7.61280e+022 8.84400e+022 8.56140e+022 8.47920e+022 8.35500e+022 
O3_iTY_1 160921 153558 6473.649 736594.649977 0.002409 702.404989 5517.091000 6.000000 43.203099 1.000000 4.184000 1.094000 1.151000 0.098830 0.146000 1.04510e+026 7.62158e+022 7.61420e+022 8.79780e+022 8.55100e+022 8.48070e+022 8.37360e+022 
O3_iTY_1 160921 154551 6473.656 736594.656840 0.002453 769.957493 5606.646000 6.000000 41.292285 1.000000 4.172000 1.100000 1.160000 0.102700 0.150700 1.06930e+026 7.62311e+022 7.61570e+022 8.80070e+022 8.55850e+022 8.50300e+022 8.37910e+022 
O3_iTY_1 160921 155543 6473.663 736594.663692 0.002507 692.708989 5727.706000 6.000000 39.349385 1.000000 4.160000 1.109000 1.168000 0.104500 0.152700 1.07240e+026 7.61534e+022 7.60780e+022 8.82860e+022 8.55300e+022 8.48600e+022 8.34780e+022 
O3_iTY_1 160921 160537 6473.670 736594.670567 0.002522 704.188031 5758.680000 6.000000 37.367524 1.000000 4.168000 1.123000 1.184000 0.111000 0.159600 1.08940e+026 7.61867e+022 7.61120e+022 8.81840e+022 8.54400e+022 8.51420e+022 8.31990e+022 
O3_iTY_1 160921 161531 6473.677 736594.677442 0.002553 701.792184 5825.214000 6.000000 35.358161 1.000000 4.165000 1.137000 1.201000 0.116000 0.167700 1.01910e+026 7.59997e+022 7.59250e+022 8.79500e+022 8.53140e+022 8.48700e+022 8.32520e+022 
O3_iTY_1 160921 162524 6473.684 736594.684306 0.002628 618.522714 5994.876000 6.000000 33.327026 1.000000 4.146000 1.143000 1.209000 0.119100 0.173700 9.87150e+025 7.60238e+022 7.59500e+022 8.78720e+022 8.50390e+022 8.48460e+022 8.36180e+022 
O3_iTY_1 160921 163518 6473.691 736594.691181 0.002690 671.701564 6141.316000 6.000000 31.271253 1.000000 4.138000 1.156000 1.222000 0.124600 0.177700 8.41500e+025 7.59898e+022 7.59150e+022 8.80770e+022 8.49920e+022 8.51440e+022 8.31130e+022 
O3_iTY_1 160922 092135 6474.390 736595.389988 0.002738 681.927042 6300.590000 6.000000 31.030038 1.000000 4.103000 1.145000 1.211000 0.123900 0.176800 4.37680e+025 7.63429e+022 7.62690e+022 8.83620e+022 8.50560e+022 8.54660e+022 8.33970e+022 
O3_iTY_1 160922 093128 6474.397 736595.396852 0.002696 756.476224 6203.434000 7.000000 33.077216 1.000000 4.112000 1.130000 1.191000 0.117200 0.168900 4.36250e+025 7.63930e+022 7.63190e+022 8.84730e+022 8.50310e+022 8.54590e+022 8.36350e+022 
O3_iTY_1 160922 094122 6474.403 736595.403727 0.002594 720.598188 5971.143000 6.000000 35.105487 1.000000 4.137000 1.127000 1.189000 0.116800 0.168800 2.95090e+025 7.64687e+022 7.63950e+022 8.83450e+022 8.52680e+022 8.56900e+022 8.39860e+022 
O3_iTY_1 160922 095116 6474.410 736595.410602 0.002611 628.061302 6014.293000 6.000000 37.108547 1.000000 4.119000 1.102000 1.160000 0.108100 0.155300 2.41610e+025 7.64561e+022 7.63840e+022 8.80180e+022 8.51000e+022 8.57800e+022 8.37280e+022 
O3_iTY_1 160922 100110 6474.417 736595.417477 0.002560 750.639184 5896.402000 6.000000 39.083533 1.000000 4.129000 1.094000 1.152000 0.103400 0.149900 5.68090e+024 7.64658e+022 7.63940e+022 8.79200e+022 8.53520e+022 8.53840e+022 8.36440e+022 
O3_iTY_1 160922 102057 6474.431 736595.431215 0.002473 705.551916 5697.818000 6.000000 42.929225 1.000000 4.149000 1.080000 1.135000 0.097250 0.143700 5.53020e+024 7.66019e+022 7.65270e+022 8.86010e+022 8.58470e+022 8.54150e+022 8.43270e+022 
O3_iTY_1 160922 103049 6474.438 736595.438067 0.002396 768.302442 5523.088000 6.000000 44.787900 1.000000 4.165000 1.082000 1.136000 0.096650 0.142200 1.13220e+025 7.64311e+022 7.63560e+022 8.84990e+022 8.57620e+022 8.51190e+022 8.38190e+022 
O3_iTY_1 160922 104042 6474.444 736595.444931 0.002393 806.439566 5514.842000 6.000000 46.602458 1.000000 4.159000 1.069000 1.122000 0.093470 0.137100 2.70420e+025 7.66361e+022 7.65620e+022 8.85030e+022 8.58560e+022 8.54160e+022 8.39340e+022 
O3_iTY_1 160922 105036 6474.451 736595.451806 0.002378 683.188587 5468.091000 6.000000 48.366595 1.000000 4.155000 1.059000 1.113000 0.090160 0.133500 4.03980e+025 7.64453e+022 7.63710e+022 8.82400e+022 8.59500e+022 8.50160e+022 8.38840e+022 
O3_iTY_1 160922 111023 6474.465 736595.465544 0.002337 689.599494 5371.248000 6.000000 51.699490 1.000000 4.154000 1.050000 1.100000 0.086110 0.127600 2.97590e+025 7.64707e+022 7.63950e+022 8.86940e+022 8.58640e+022 8.49890e+022 8.37680e+022 
O3_iTY_1 160922 112017 6474.472 736595.472419 0.002332 658.982408 5353.991000 6.000000 53.253925 1.000000 4.152000 1.042000 1.089000 0.084150 0.125700 3.65830e+025 7.64057e+022 7.63300e+022 8.86430e+022 8.56630e+022 8.50440e+022 8.41510e+022 
O3_iTY_1 160922 113009 6474.479 736595.479271 0.002309 599.547224 5291.311000 6.000000 54.713248 1.000000 4.153000 1.039000 1.086000 0.082990 0.122400 5.01710e+025 7.62569e+022 7.61820e+022 8.83200e+022 8.55160e+022 8.49040e+022 8.35260e+022 
O3_iTY_1 160922 114004 6474.486 736595.486157 0.002345 701.500306 5374.253000 6.000000 56.078607 1.000000 4.127000 1.025000 1.072000 0.078370 0.117000 6.11650e+025 7.63476e+022 7.62720e+022 8.84520e+022 8.59720e+022 8.47200e+022 8.37750e+022 
O3_iTY_1 160922 114956 6474.492 736595.493009 0.002283 724.335001 5232.059000 6.000000 57.323071 1.000000 4.153000 1.031000 1.078000 0.079780 0.119100 6.91950e+025 7.64017e+022 7.63260e+022 8.85760e+022 8.59990e+022 8.46800e+022 8.37010e+022 
O3_iTY_1 160922 120531 6474.503 736595.503831 0.002296 641.442351 5253.492000 6.000000 59.023610 1.000000 4.140000 1.021000 1.068000 0.077790 0.115500 7.71210e+025 7.64420e+022 7.63670e+022 8.84160e+022 8.59110e+022 8.50760e+022 8.38440e+022 
O3_iTY_1 160922 125406 6474.538 736595.537569 0.002271 666.161639 5142.383000 6.000000 61.705052 1.000000 4.145000 1.017000 1.062000 0.075420 0.112500 1.03140e+026 7.63032e+022 7.62260e+022 8.87100e+022 8.61200e+022 8.47210e+022 8.36920e+022 
O3_iTY_1 160922 150240 6474.626 736595.626852 0.002413 611.658799 5440.082000 6.000000 48.962471 1.000000 4.144000 1.054000 1.102000 0.088850 0.131500 7.42720e+025 7.68815e+022 7.68050e+022 8.92150e+022 8.63430e+022 8.55460e+022 8.44940e+022 
O3_iTY_1 160922 151234 6474.633 736595.633727 0.002442 755.367982 5491.972000 6.000000 47.218387 1.000000 4.143000 1.059000 1.110000 0.091760 0.132400 9.15650e+025 7.68195e+022 7.67430e+022 8.90070e+022 8.64780e+022 8.59290e+022 8.39690e+022 
O3_iTY_1 160922 152228 6474.640 736595.640602 0.002486 690.339122 5602.243000 6.000000 45.418154 1.000000 4.129000 1.065000 1.116000 0.092820 0.135800 8.09990e+025 7.69721e+022 7.68960e+022 8.91750e+022 8.65110e+022 8.57850e+022 8.43810e+022 
O3_iTY_1 160922 153222 6474.647 736595.647477 0.002476 720.956109 5572.773000 7.000000 43.568073 1.000000 4.146000 1.080000 1.131000 0.098170 0.144000 8.24520e+025 7.70267e+022 7.69500e+022 8.94150e+022 8.64670e+022 8.58270e+022 8.45840e+022 
O3_iTY_1 160922 154215 6474.654 736595.654340 0.002487 739.555857 5605.235000 7.000000 41.678458 1.000000 4.152000 1.092000 1.145000 0.102900 0.150600 6.97850e+025 7.70752e+022 7.70000e+022 8.92010e+022 8.62230e+022 8.59510e+022 8.46730e+022 
O3_iTY_1 160922 155209 6474.661 736595.661215 0.002528 779.760674 5698.323000 6.000000 39.746445 1.000000 4.143000 1.101000 1.156000 0.106200 0.154900 1.03450e+026 7.71228e+022 7.70470e+022 8.94250e+022 8.62900e+022 8.58930e+022 8.45650e+022 
O3_iTY_1 160922 160201 6474.668 736595.668067 0.002590 780.120092 5813.628000 7.000000 37.788075 1.000000 4.130000 1.107000 1.166000 0.109300 0.157800 9.70900e+025 7.70215e+022 7.69460e+022 8.90510e+022 8.64690e+022 8.60890e+022 8.44170e+022 
O3_iTY_1 160922 161155 6474.674 736595.674942 0.002708 652.530611 6070.491000 7.000000 35.793609 1.000000 4.095000 1.107000 1.164000 0.109900 0.158400 9.94920e+025 7.71585e+022 7.70840e+022 8.91410e+022 8.61090e+022 8.64100e+022 8.47070e+022 
O3_iTY_1 160922 162148 6474.681 736595.681806 0.002697 649.516079 6062.917000 7.000000 33.775652 1.000000 4.111000 1.127000 1.187000 0.117400 0.169300 8.53550e+025 7.69555e+022 7.68800e+022 8.91510e+022 8.60610e+022 8.60920e+022 8.45080e+022 
O3_iTY_1 160922 171113 6474.716 736595.716123 0.003138 723.002371 6974.655000 7.000000 23.393083 1.000000 4.015000 1.188000 1.264000 0.146500 0.205500 8.60450e+025 7.70550e+022 7.69800e+022 8.92530e+022 8.57240e+022 8.66590e+022 8.44390e+022 
O3_iTY_1 160922 172107 6474.723 736595.722998 0.003228 671.340414 7177.753000 7.000000 21.269129 1.000000 3.992000 1.209000 1.291000 0.155900 0.217600 8.59210e+025 7.70676e+022 7.69930e+022 8.91860e+022 8.57650e+022 8.66410e+022 8.43130e+022 
O3_iTY_1 160922 173101 6474.730 736595.729873 0.003338 627.632185 7412.465000 7.000000 19.135434 1.000000 3.963000 1.230000 1.318000 0.166800 0.233100 8.79050e+025 7.69549e+022 7.68800e+022 8.91530e+022 8.55530e+022 8.66030e+022 8.45640e+022 
O3_iTY_1 160922 174054 6474.736 736595.736736 0.003523 678.058415 7768.421000 6.000000 16.997155 1.000000 3.909000 1.247000 1.343000 0.175700 0.241700 7.87210e+025 7.69955e+022 7.69210e+022 8.91360e+022 8.54680e+022 8.68780e+022 8.42750e+022 
O3_iTY_1 160922 175046 6474.743 736595.743588 0.003675 675.534022 8097.644000 7.000000 14.855439 1.000000 3.862000 1.270000 1.377000 0.188000 0.255800 7.86270e+025 7.67955e+022 7.67200e+022 8.90590e+022 8.54400e+022 8.68670e+022 8.39760e+022 
O3_iTY_1 160922 180040 6474.750 736595.750463 0.003889 631.767122 8585.475000 7.000000 12.701691 1.000000 3.793000 1.288000 1.408000 0.199300 0.272200 7.66070e+025 7.68213e+022 7.67470e+022 8.89130e+022 8.51710e+022 8.69090e+022 8.43320e+022 
O3_iTY_1 160923 110944 6475.465 736596.465093 0.002449 685.227120 5637.682000 6.000000 51.353997 1.000000 4.120000 1.029000 1.077000 0.079800 0.118900 7.01350e+025 7.69496e+022 7.68740e+022 8.90890e+022 8.64520e+022 8.54710e+022 8.44570e+022 
O3_iTY_1 160926 075328 6478.328 736599.328796 0.003784 600.320045 8524.865000 6.000000 11.709901 1.000000 3.797000 1.339000 1.471000 0.214200 0.292100 3.66490e+025 7.55208e+022 7.54500e+022 8.71230e+022 8.30150e+022 8.58850e+022 8.29030e+022 
O3_iTY_1 160926 080321 6478.335 736599.335660 0.003575 684.873088 8095.814000 6.000000 13.850471 1.000000 3.867000 1.313000 1.430000 0.201100 0.276100 5.11020e+025 7.55696e+022 7.55000e+022 8.69780e+022 8.30590e+022 8.55120e+022 8.27290e+022 
O3_iTY_1 160926 081315 6478.342 736599.342535 0.003445 724.674787 7796.892000 6.000000 15.989323 1.000000 3.915000 1.284000 1.391000 0.184800 0.258900 6.05100e+025 7.55329e+022 7.54630e+022 8.68950e+022 8.32040e+022 8.53260e+022 8.31830e+022 
O3_iTY_1 160926 082310 6478.349 736599.349421 0.003217 649.728093 7269.577000 6.000000 18.124163 1.000000 3.983000 1.273000 1.375000 0.179900 0.253100 6.70080e+025 7.55259e+022 7.54560e+022 8.67420e+022 8.35340e+022 8.52070e+022 8.31970e+022 
O3_iTY_1 160926 083304 6478.356 736599.356296 0.003094 644.357518 7020.078000 6.000000 20.246399 1.000000 4.017000 1.251000 1.344000 0.169900 0.240100 5.60840e+025 7.56648e+022 7.55950e+022 8.69360e+022 8.34540e+022 8.54380e+022 8.34740e+022 
O3_iTY_1 160926 084258 6478.363 736599.363171 0.002983 689.466527 6776.990000 6.000000 22.357176 1.000000 4.049000 1.233000 1.319000 0.159700 0.223500 4.75010e+025 7.55621e+022 7.54920e+022 8.69130e+022 8.34510e+022 8.53700e+022 8.27910e+022 
O3_iTY_1 160926 085252 6478.369 736599.370046 0.002862 700.636232 6504.971000 6.000000 24.454774 1.000000 4.083000 1.219000 1.302000 0.153900 0.215700 4.61710e+025 7.55770e+022 7.55060e+022 8.70140e+022 8.37240e+022 8.53890e+022 8.27440e+022 
O3_iTY_1 160926 090246 6478.376 736599.376921 0.002802 636.597278 6366.691000 6.000000 26.537476 1.000000 4.090000 1.198000 1.276000 0.143600 0.205600 5.95690e+025 7.56410e+022 7.55710e+022 8.69410e+022 8.36650e+022 8.50610e+022 8.32070e+022 
O3_iTY_1 160926 091239 6478.383 736599.383785 0.002751 591.554647 6256.512000 6.000000 28.600124 1.000000 4.096000 1.179000 1.254000 0.135100 0.192600 5.41610e+025 7.55358e+022 7.54650e+022 8.68500e+022 8.38970e+022 8.50960e+022 8.29580e+022 
O3_iTY_1 160926 092234 6478.390 736599.390671 0.002702 648.528037 6132.067000 6.000000 30.650167 1.000000 4.105000 1.161000 1.231000 0.128800 0.183600 5.99280e+025 7.54730e+022 7.54030e+022 8.66310e+022 8.36530e+022 8.51950e+022 8.29560e+022 
O3_iTY_1 160926 093228 6478.397 736599.397546 0.002579 726.670629 5857.263000 6.000000 32.675000 1.000000 4.140000 1.159000 1.230000 0.126500 0.183600 6.62510e+025 7.53348e+022 7.52640e+022 8.65600e+022 8.39560e+022 8.45630e+022 8.29930e+022 
O3_iTY_1 160926 094221 6478.404 736599.404410 0.002617 642.609315 5960.987000 6.000000 34.671758 1.000000 4.112000 1.128000 1.196000 0.113900 0.165500 6.24280e+025 7.54040e+022 7.53340e+022 8.64870e+022 8.40080e+022 8.45220e+022 8.28110e+022 
O3_iTY_1 160926 095214 6478.411 736599.411273 0.002515 663.088878 5729.116000 6.000000 36.641586 1.000000 4.142000 1.132000 1.193000 0.113300 0.165700 6.39550e+025 7.54212e+022 7.53490e+022 8.71630e+022 8.38320e+022 8.43860e+022 8.29690e+022 
O3_iTY_1 160926 100209 6478.418 736599.418160 0.002464 782.956322 5611.312000 6.000000 38.586205 1.000000 4.152000 1.121000 1.183000 0.110400 0.161500 7.73870e+025 7.54339e+022 7.53630e+022 8.67810e+022 8.39790e+022 8.44050e+022 8.29200e+022 
O3_iTY_1 160926 101203 6478.425 736599.425035 0.002419 840.971707 5519.199000 6.000000 40.491863 1.000000 4.157000 1.114000 1.172000 0.105900 0.154800 5.13520e+025 7.51353e+022 7.50630e+022 8.68490e+022 8.37550e+022 8.39340e+022 8.23650e+022 
O3_iTY_1 160926 103603 6478.442 736599.441701 0.002336 730.131301 5327.096000 6.000000 44.936869 1.000000 4.178000 1.094000 1.152000 0.098380 0.145400 6.60910e+025 7.54069e+022 7.53360e+022 8.67700e+022 8.40820e+022 8.39880e+022 8.27110e+022 
O3_iTY_1 160926 111430 6478.468 736599.468403 0.002285 662.519554 5202.281000 6.000000 51.351132 1.000000 4.164000 1.062000 1.115000 0.086850 0.129400 9.34480e+025 7.52045e+022 7.51320e+022 8.68740e+022 8.41680e+022 8.35600e+022 8.24310e+022 
O3_iTY_1 160926 121234 6478.508 736599.508727 0.002689 485.926183 6111.791000 6.000000 58.322309 1.000000 3.953000 0.946400 0.989600 0.057270 0.086440 1.09270e+026 7.54152e+022 7.53460e+022 8.65320e+022 8.39510e+022 8.35140e+022 8.26530e+022 
O3_iTY_1 160926 132256 6478.557 736599.557593 0.002237 748.799324 5087.140000 6.000000 59.522656 1.000000 4.137000 1.029000 1.079000 0.077850 0.116200 1.29610e+026 7.46481e+022 7.45740e+022 8.64900e+022 8.41450e+022 8.28900e+022 8.17380e+022 
O3_iTY_1 160926 164319 6478.697 736599.696748 0.002806 711.324074 6275.479000 6.000000 28.164676 1.000000 4.053000 1.165000 1.239000 0.131600 0.191600 1.34610e+026 7.38682e+022 7.37960e+022 8.53860e+022 8.26340e+022 8.31720e+022 8.11400e+022 
O3_iTY_1 160926 165313 6478.703 736599.703623 0.002937 709.228458 6559.090000 6.000000 26.094006 1.000000 4.023000 1.175000 1.251000 0.137200 0.197400 1.20100e+026 7.41677e+022 7.40960e+022 8.56190e+022 8.26980e+022 8.37650e+022 8.14720e+022 
O3_iTY_1 160926 170306 6478.710 736599.710486 0.002982 699.491409 6655.128000 6.000000 24.010159 1.000000 4.021000 1.200000 1.280000 0.148600 0.212500 1.24190e+026 7.42408e+022 7.41690e+022 8.57560e+022 8.27150e+022 8.37130e+022 8.15420e+022 
O3_iTY_1 160926 171300 6478.717 736599.717361 0.003112 667.545013 6933.285000 6.000000 21.908550 1.000000 3.987000 1.211000 1.296000 0.154700 0.219100 1.32090e+026 7.40160e+022 7.39450e+022 8.53580e+022 8.24150e+022 8.36380e+022 8.12470e+022 
O3_iTY_1 160926 175139 6478.744 736599.744201 0.003727 643.376916 8058.944000 6.000000 13.598370 1.000000 3.816000 1.294000 1.408000 0.196300 0.271600 1.43290e+026 7.36573e+022 7.35860e+022 8.51710e+022 8.18660e+022 8.33280e+022 8.08500e+022 
O3_iTY_1 160926 180132 6478.751 736599.751065 0.003963 638.574789 8182.950000 6.000000 11.455508 1.000000 3.735000 1.318000 1.443000 0.208900 0.286500 1.46730e+026 7.34721e+022 7.34020e+022 8.47910e+022 8.13420e+022 8.34490e+022 8.07860e+022 
O3_iTY_1 160927 074041 6479.319 736600.319919 0.004255 602.355143 8973.209000 6.000000 8.822767 1.000000 3.624000 1.355000 1.502000 0.228000 0.312800 1.70810e+026 7.27094e+022 7.26410e+022 8.39270e+022 7.99470e+022 8.25490e+022 8.00480e+022 
O3_iTY_1 160927 080626 6479.337 736600.337801 0.003565 574.315399 7775.839000 6.000000 14.397646 1.000000 3.845000 1.297000 1.405000 0.199800 0.276500 1.76130e+026 7.28081e+022 7.27400e+022 8.37650e+022 8.04170e+022 8.26290e+022 8.02790e+022 
O3_iTY_1 160927 083213 6479.356 736600.355706 0.003112 667.357670 6857.680000 7.000000 19.937002 1.000000 3.975000 1.249000 1.337000 0.174900 0.242600 1.73310e+026 7.29205e+022 7.28520e+022 8.39660e+022 8.06910e+022 8.25650e+022 7.99760e+022 
O3_iTY_1 160927 085758 6479.373 736600.373588 0.002874 595.589585 6402.812000 7.000000 25.391560 1.000000 4.028000 1.195000 1.271000 0.146700 0.209300 1.53310e+026 7.29217e+022 7.28540e+022 8.37290e+022 8.08450e+022 8.21950e+022 8.03190e+022 
O3_iTY_1 160927 092346 6479.391 736600.391505 0.002657 621.116100 5940.770000 7.000000 30.744705 1.000000 4.065000 1.162000 1.227000 0.130700 0.187500 1.85530e+026 7.27708e+022 7.27010e+022 8.40450e+022 8.08830e+022 8.19040e+022 7.99950e+022 
O3_iTY_1 160927 094932 6479.409 736600.409398 0.002521 595.500226 5644.530000 7.000000 35.937421 1.000000 4.092000 1.130000 1.192000 0.116400 0.170200 1.81330e+026 7.28023e+022 7.27330e+022 8.38090e+022 8.12300e+022 8.16930e+022 8.03260e+022 
O3_iTY_1 160927 101516 6479.427 736600.427269 0.002386 676.681550 5341.114000 6.000000 40.912987 1.000000 4.118000 1.109000 1.166000 0.108700 0.157800 1.78740e+026 7.28178e+022 7.27480e+022 8.39560e+022 8.12700e+022 8.18220e+022 8.00440e+022 
O3_iTY_1 160927 104149 6479.445 736600.445706 0.002301 775.353252 5159.370000 6.000000 45.743594 1.000000 4.129000 1.089000 1.144000 0.100300 0.146800 1.80200e+026 7.29309e+022 7.28620e+022 8.38540e+022 8.14310e+022 8.16840e+022 8.00940e+022 
O3_iTY_1 160927 114758 6479.491 736600.491644 0.002209 658.377019 4964.545000 6.000000 55.577842 1.000000 4.126000 1.047000 1.098000 0.085790 0.126800 1.65780e+026 7.29176e+022 7.28470e+022 8.40880e+022 8.18310e+022 8.15750e+022 8.01520e+022 
O3_iTY_1 160927 152418 6479.642 736600.641875 0.002388 744.325951 5338.116000 6.000000 43.441450 1.000000 4.125000 1.093000 1.147000 0.101500 0.147300 2.13470e+026 7.35453e+022 7.34720e+022 8.53050e+022 8.25350e+022 8.25070e+022 8.06980e+022 
O3_iTY_1 160927 153413 6479.649 736600.648762 0.002449 844.970702 5458.666000 6.000000 41.613141 1.000000 4.109000 1.096000 1.153000 0.100500 0.149300 2.62840e+026 7.34965e+022 7.34240e+022 8.51250e+022 8.26540e+022 8.15720e+022 8.06880e+022 
