%Avodor o3 retrieval, Operator: Luca Egli, PMOD/WRC
%Retrieval Range: 305 - 340 nm
%X-section BassPaur
%Start Temp -45°C
%11 Columns
YEAR,MONTH,DAY,HOUR,MINUTES,SECONDS,MATLABTIME,O3,STDOFO3,SZA,MO3
2016,9,25,11,48,28.8,7.366e+05,275.01,3.4374,33.77,1.2012
2016,9,25,11,58,33.6,7.366e+05,274.48,2.7864,32.657,1.1862
2016,9,25,12,8,38.4,7.366e+05,273.88,1.8395,31.688,1.1738
2016,9,25,12,18,43.2,7.366e+05,277.04,3.3869,30.879,1.1638
2016,9,25,12,28,48,7.366e+05,273.17,2.9962,30.241,1.1563
2016,9,25,12,38,52.8,7.366e+05,274.39,2.6036,29.787,1.151
2016,9,25,12,48,57.6,7.366e+05,274.71,2.7896,29.524,1.148
2016,9,25,12,59,2.4,7.366e+05,274.56,2.2522,29.457,1.1473
2016,9,25,13,9,7.2,7.366e+05,273.9,2.5699,29.589,1.1488
2016,9,25,13,19,12,7.366e+05,275.65,1.8893,29.916,1.1525
2016,9,25,13,29,16.8,7.366e+05,275.81,0.98913,30.432,1.1585
2016,9,25,13,39,21.6,7.366e+05,275.81,1.7788,31.128,1.1668
2016,9,25,13,49,26.4,7.366e+05,275.56,2.0175,31.991,1.1776
2016,9,25,13,59,31.2,7.366e+05,275.82,2.2343,33.009,1.1909
2016,9,25,14,9,36,7.366e+05,274.4,2.3177,34.168,1.2068
2016,9,25,14,19,40.8,7.366e+05,274.87,3.4025,35.453,1.2256
2016,9,25,14,29,45.6,7.366e+05,276.31,2.6559,36.852,1.2474
2016,9,25,14,39,50.4,7.366e+05,275.43,2.4537,38.351,1.2726
2016,9,25,14,49,55.2,7.366e+05,276.47,1.8704,39.939,1.3013
2016,9,25,15,0,0,7.366e+05,276.88,2.2407,41.606,1.334
2016,9,25,15,10,4.8,7.366e+05,276.23,3.2184,43.343,1.3711
2016,9,25,15,20,9.6,7.366e+05,275.92,2.4125,45.141,1.4131
2016,9,25,15,30,14.4,7.366e+05,276.87,3.3934,46.992,1.4607
2016,9,25,15,40,19.2,7.366e+05,272.54,0,48.891,1.5145
2016,9,25,15,50,24,7.366e+05,274.73,1.2984,50.832,1.5757
2016,9,25,16,0,28.8,7.366e+05,272.27,1.4817,52.81,1.6452
2016,9,25,16,20,38.4,7.366e+05,273.53,0.63971,56.859,1.8156
